ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779848818.7066848,34,0,0.0000,6250
1779848819.2238934,36,328,1.2077,6852
1779848819.763604,34,326,1.1877,6250
1779848820.303097,36,338,1.2671,6852
1779848820.8039443,36,351,1.2574,6852
1779848821.346116,36,337,1.2501,6852
1779848821.8907828,34,329,1.2084,6250
1779848822.4340546,36,329,1.2175,6852
1779848822.9778533,34,327,1.2146,6250
1779848823.519376,36,331,1.2340,6852
1779848824.0562115,35,333,1.2356,6852
1779848824.6007996,35,327,1.2381,6250
1779848825.145043,35,328,1.2532,6852
1779848825.6869397,35,328,1.2128,6250
1779848826.2275915,36,328,1.1823,6852
1779848826.7680666,34,330,1.2529,6250
1779848827.3107865,36,326,1.2148,6852
1779848827.851151,34,351,1.2198,6250
1779848828.3955998,36,352,1.2538,6852
1779848828.9379845,34,326,1.2011,6250
1779848829.4787061,36,328,1.2210,6852
1779848830.0201185,34,332,1.2530,6250
1779848830.5649443,36,325,1.2092,6852
1779848831.107958,34,328,1.2173,6250
1779848831.6498609,36,328,1.2415,6852
1779848832.192423,34,329,1.2292,6250
1779848832.7364187,36,325,1.2087,6852
1779848833.2802017,34,329,1.2441,6250
1779848833.81919,36,328,1.2186,6852
1779848834.3607788,34,319,1.1897,6250
1779848834.904855,36,337,1.2965,6852
1779848835.446659,34,327,1.2142,6250
1779848835.9902773,36,344,1.2548,6852
1779848836.5317883,34,332,1.2570,6250
1779848837.0708282,36,328,1.2254,6852
1779848837.6133974,34,325,1.2112,6250
1779848838.1554072,36,328,1.2196,6852
1779848838.694767,34,330,1.2453,6250
1779848839.2327487,36,329,1.2155,6852
1779848839.7771635,34,325,1.2067,6250
1779848840.3189375,36,332,1.2631,6852
1779848840.8580997,34,331,1.2354,6250
1779848841.4023416,36,411,1.3012,6852
1779848841.9473982,34,476,1.5719,6250
1779848842.486875,36,328,1.1930,6852
1779848843.0194688,34,328,1.2147,6250
1779848843.5637622,36,331,1.2292,6852
1779848844.100254,34,330,1.2270,6250
1779848844.6393626,36,317,1.1842,6852
1779848845.1779208,34,333,1.2594,6250
