ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page,action2_ts
1784154894.1773014,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.1810584,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.1849074,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.1883962,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.192005,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.1955192,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.1989515,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.2024703,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.205917,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.209303,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.2127404,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.2160015,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
1784154894.219492,4,11.25,6.53356717268599,16.0,1,2,1,0,17.0,4.25,8.0,1.4115601562950721,2.0,3.572544587314775,1.1420460404422448,1784154887,1784155187,1784155307,1784155588.5860915,32,1784155616.8634615
