ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page,action2_ts
1784166259.5892923,32,16.375,9.426525075551435,32.0,7,8,8,9,48217.0,1506.78125,3753.0,5.620384165601392,6.390375047264401,2.950586393887756,1.0025216285720706,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166260.6275165,32,16.375,9.426525075551435,32.0,7,8,8,9,48209.0,1506.53125,3753.0,5.6213536663595125,6.389753097525233,2.950665798900072,1.003022944577409,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166261.68951,32,16.375,9.426525075551435,32.0,7,8,8,9,48209.0,1506.53125,3753.0,5.621387991674636,6.39048204565688,2.9507109180492366,1.0031499263437706,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166262.7203324,4,11.25,6.53356717268599,16.0,1,2,1,0,19.0,4.75,10.0,1.9109640474436809,3.321928094887362,3.563456049256147,1.1731057109362382,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166262.7399545,32,16.375,9.426525075551435,32.0,7,8,8,9,48209.0,1506.53125,3753.0,5.621119854025929,6.389850294427853,2.950559765346636,1.0029334753848935,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166263.7488708,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,6.0,1.8729632740824185,2.584962500721156,3.5702764388082597,1.1575853978287118,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166263.7573724,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,6.0,1.8729632740824185,2.584962500721156,3.5702764388082597,1.1575853978287118,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166263.763116,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,6.0,1.8729632740824185,2.584962500721156,3.5702764388082597,1.1575853978287118,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166263.768614,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,6.0,1.8729632740824185,2.584962500721156,3.5702764388082597,1.1575853978287118,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166263.791948,32,16.375,9.426525075551435,32.0,7,8,8,9,48230.0,1507.1875,3753.0,5.621295492358767,6.389685405281478,2.9514123140406503,1.001727981450852,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166264.800676,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,8.0,1.4920421800169128,2.321928094887362,3.567761772422528,1.162972330654484,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166264.806314,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,8.0,1.4920421800169128,2.321928094887362,3.567761772422528,1.162972330654484,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166264.8097637,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,8.0,1.4920421800169128,2.321928094887362,3.567761772422528,1.162972330654484,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166264.8132164,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,8.0,1.4920421800169128,2.321928094887362,3.567761772422528,1.162972330654484,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166264.8312285,32,16.375,9.426525075551435,32.0,7,8,8,9,48228.0,1507.125,3753.0,5.621306710933336,6.391503148035877,2.9514223506093766,1.0020360313755556,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166265.83945,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,10.0,2.4267226489021296,3.121928094887362,3.571069913320245,1.1582877354124665,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166265.8478222,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,10.0,2.4267226489021296,3.121928094887362,3.571069913320245,1.1582877354124665,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166265.8515224,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,10.0,2.4267226489021296,3.121928094887362,3.571069913320245,1.1582877354124665,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166265.8553138,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,10.0,2.4267226489021296,3.121928094887362,3.571069913320245,1.1582877354124665,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166265.8745077,32,16.375,9.426525075551435,32.0,7,8,8,9,48235.0,1507.34375,3753.0,5.621630749409779,6.390970084544079,2.9518358682215915,1.0017740677339382,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166266.8834243,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,5.0,2.0609640474436812,2.321928094887362,3.570651974997145,1.1596236911936353,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166266.8896616,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,5.0,2.0609640474436812,2.321928094887362,3.570651974997145,1.1596236911936353,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166266.8936503,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,5.0,2.0609640474436812,2.321928094887362,3.570651974997145,1.1596236911936353,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166266.8973775,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,5.0,2.0609640474436812,2.321928094887362,3.570651974997145,1.1596236911936353,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166266.9183002,32,16.375,9.426525075551435,32.0,7,8,8,9,48233.0,1507.28125,3753.0,5.621679376669556,6.387897245660726,2.9517836259312036,1.0018903076598995,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
1784166267.9271932,4,11.25,6.53356717268599,16.0,1,2,1,0,20.0,5.0,9.0,2.1229632740824185,3.169925001442312,3.5712787030236046,1.1592139606971552,1784166253,1784166553,1784166673,1784166965.3089745,32,1784166993.584434
