ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page
1784086606.779056,32,16.375,9.426525075551435,32.0,7,8,8,9,48206.0,1506.4375,3745.0,5.548272352778597,6.307886002709131,2.9239717218914447,0.999152625359714,1784086600,1784086900,1784087020,,32
1784086607.8209465,32,16.375,9.426525075551435,32.0,7,8,8,9,48217.0,1506.78125,3745.0,5.549311906287317,6.316903613328282,2.924927751475794,0.9991944857968601,1784086600,1784086900,1784087020,,32
1784086608.862368,32,16.375,9.426525075551435,32.0,7,8,8,9,48225.0,1507.03125,3745.0,5.552081430568423,6.315443969925557,2.926388819827353,0.9995014721720555,1784086600,1784086900,1784087020,,32
1784086609.9040563,32,16.375,9.426525075551435,32.0,7,8,8,9,48220.0,1506.875,3745.0,5.550999388875387,6.319839473168589,2.9256980381547146,0.9991763755110696,1784086600,1784086900,1784087020,,32
1784086610.9456518,32,16.375,9.426525075551435,32.0,7,8,8,9,48234.0,1507.3125,3746.0,5.5503089710198115,6.312794699267752,2.925944043977945,0.9990790008584353,1784086600,1784086900,1784087020,,32
1784086611.9884052,32,16.375,9.426525075551435,32.0,7,8,8,9,48228.0,1507.125,3746.0,5.550365641392772,6.315829874329713,2.9257189611041623,0.9993066453515075,1784086600,1784086900,1784087020,,32
1784086613.0169137,7,11.571428571428571,6.86309265683675,22.0,2,3,2,0,56.0,8.0,19.0,2.602546798485889,3.497155802575669,3.205922881034692,0.941152397572978,1784086600,1784086900,1784087020,,32
1784086613.038516,32,16.375,9.426525075551435,32.0,7,8,8,9,48222.0,1506.9375,3747.0,5.549622564554502,6.314852260213025,2.9250876165272492,0.9989497859463947,1784086600,1784086900,1784087020,,32
1784086614.0481372,7,11.571428571428571,6.86309265683675,22.0,2,3,2,0,87.0,12.428571428571429,45.0,2.472242549582115,3.4610958077684715,3.2042515314479667,0.9428508940532454,1784086600,1784086900,1784087020,,32
1784086614.055333,7,11.571428571428571,6.86309265683675,22.0,2,3,2,0,87.0,12.428571428571429,45.0,2.472242549582115,3.4610958077684715,3.2042515314479667,0.9428508940532454,1784086600,1784086900,1784087020,,32
1784086614.0594203,7,11.571428571428571,6.86309265683675,22.0,2,3,2,0,87.0,12.428571428571429,45.0,2.472242549582115,3.4610958077684715,3.2042515314479667,0.9428508940532454,1784086600,1784086900,1784087020,,32
1784086614.0632992,7,11.571428571428571,6.86309265683675,22.0,2,3,2,0,87.0,12.428571428571429,45.0,2.472242549582115,3.4610958077684715,3.2042515314479667,0.9428508940532454,1784086600,1784086900,1784087020,,32
1784086614.083101,32,16.375,9.426525075551435,32.0,7,8,8,9,48212.0,1506.625,3747.0,5.549902449998062,6.312661185047015,2.924722008805152,0.9991539130310445,1784086600,1784086900,1784087020,,32
1784086615.0929494,6,12.0,7.32575365861197,22.0,2,2,2,0,68.0,11.333333333333334,46.0,2.221460474271641,2.930019153691655,3.2371067557526665,1.025418634837734,1784086600,1784086900,1784087020,,32
1784086615.0997765,6,12.0,7.32575365861197,22.0,2,2,2,0,68.0,11.333333333333334,46.0,2.221460474271641,2.930019153691655,3.2371067557526665,1.025418634837734,1784086600,1784086900,1784087020,,32
1784086615.1039186,6,12.0,7.32575365861197,22.0,2,2,2,0,68.0,11.333333333333334,46.0,2.221460474271641,2.930019153691655,3.2371067557526665,1.025418634837734,1784086600,1784086900,1784087020,,32
1784086615.1075602,6,12.0,7.32575365861197,22.0,2,2,2,0,68.0,11.333333333333334,46.0,2.221460474271641,2.930019153691655,3.2371067557526665,1.025418634837734,1784086600,1784086900,1784087020,,32
1784086615.1260922,32,16.375,9.426525075551435,32.0,7,8,8,9,48228.0,1507.125,3747.0,5.552391525106999,6.315333890425532,2.9262905391268625,0.9988255138102778,1784086600,1784086900,1784087020,,32
1784086616.1347558,6,12.0,7.32575365861197,22.0,2,2,2,0,48.0,8.0,23.0,2.2465930176384243,3.169925001442312,3.234762701663071,1.0313656795461625,1784086600,1784086900,1784087020,,32
1784086616.1416223,6,12.0,7.32575365861197,22.0,2,2,2,0,48.0,8.0,23.0,2.2465930176384243,3.169925001442312,3.234762701663071,1.0313656795461625,1784086600,1784086900,1784087020,,32
1784086616.1463654,6,12.0,7.32575365861197,22.0,2,2,2,0,48.0,8.0,23.0,2.2465930176384243,3.169925001442312,3.234762701663071,1.0313656795461625,1784086600,1784086900,1784087020,,32
1784086616.1503246,6,12.0,7.32575365861197,22.0,2,2,2,0,48.0,8.0,23.0,2.2465930176384243,3.169925001442312,3.234762701663071,1.0313656795461625,1784086600,1784086900,1784087020,,32
1784086616.1708832,32,16.375,9.426525075551435,32.0,7,8,8,9,48189.0,1505.90625,3747.0,5.549820727271859,6.31058026461117,2.923749779732515,0.999153469418467,1784086600,1784086900,1784087020,,32
