ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page
1784119044.636932,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.642678,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.6476097,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.65248,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.6571746,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.661831,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.6664824,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.670995,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.6755805,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.6801836,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.6845598,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.688955,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.6932638,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.69769,5,14.4,8.593020423576334,27.0,1,2,1,1,520.0,104.0,462.0,3.329290445016651,5.023031563504947,3.507845763365799,0.9985825464680027,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7018497,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.705853,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7098029,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7137356,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7175343,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7213025,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.725016,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.728742,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7324233,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.73593,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7394805,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7429187,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7462995,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7496574,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7529988,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7562957,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.759399,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.762655,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.766029,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7693334,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7723413,2,14.5,0.5,15.0,0,2,0,0,3.0,1.5,2.0,0.5,1.0,3.2563361992282376,0.059260488171760974,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119044.7951858,32,16.375,9.426525075551435,32.0,7,8,8,9,48027.0,1500.84375,3764.0,5.446781992172425,6.3098724806059625,2.8741392192005257,0.9514075154933997,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119045.834708,32,16.375,9.426525075551435,32.0,7,8,8,9,48030.0,1500.9375,3764.0,5.44783877923088,6.3087433615919135,2.874754652295848,0.9517987517963797,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119046.8765986,32,16.375,9.426525075551435,32.0,7,8,8,9,48030.0,1500.9375,3764.0,5.447865434921669,6.310056559228158,2.8747517962899023,0.9517537058024131,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119047.9187536,32,16.375,9.426525075551435,32.0,7,8,8,9,48030.0,1500.9375,3764.0,5.448203724677583,6.313605643368463,2.8748854130105537,0.9518293642521699,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119047.943972,32,16.375,9.426525075551435,32.0,7,8,8,9,48030.0,1500.9375,3764.0,5.448203724677583,6.313605643368463,2.8748854130105537,0.9518293642521699,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119048.9833815,32,16.375,9.426525075551435,32.0,7,8,8,9,48023.0,1500.71875,3764.0,5.447443827458768,6.3094349397142295,2.874309238459352,0.9520269339607365,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119050.0267608,32,16.375,9.426525075551435,32.0,7,8,8,9,48030.0,1500.9375,3764.0,5.447276124992716,6.30732376009899,2.8742535682628767,0.950582572323761,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119051.0671954,32,16.375,9.426525075551435,32.0,7,8,8,9,48030.0,1500.9375,3764.0,5.447229337523369,6.304173437108619,2.874248698104047,0.9506165325182627,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119052.1087005,32,16.375,9.426525075551435,32.0,7,8,8,9,48030.0,1500.9375,3764.0,5.447416927834915,6.305436756734421,2.8742790476952846,0.9504800774928204,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119053.1323106,5,14.4,8.593020423576334,27.0,1,2,1,1,24.0,4.8,9.0,1.6142778458903997,2.0,3.507252846926426,0.9947838231680501,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119053.1361065,5,14.4,8.593020423576334,27.0,1,2,1,1,24.0,4.8,9.0,1.6142778458903997,2.0,3.507252846926426,0.9947838231680501,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119053.1569228,32,16.375,9.426525075551435,32.0,7,8,8,9,48023.0,1500.71875,3764.0,5.4475268175256835,6.309708684449403,2.8740378384654637,0.9508294970929597,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119054.1661935,5,14.4,8.593020423576334,27.0,1,2,1,1,32.0,6.4,10.0,2.5227562382434074,3.169925001442312,3.5043353987308263,0.9920397595137556,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119054.1731658,5,14.4,8.593020423576334,27.0,1,2,1,1,32.0,6.4,10.0,2.5227562382434074,3.169925001442312,3.5043353987308263,0.9920397595137556,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119054.1773286,5,14.4,8.593020423576334,27.0,1,2,1,1,32.0,6.4,10.0,2.5227562382434074,3.169925001442312,3.5043353987308263,0.9920397595137556,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119054.1811385,5,14.4,8.593020423576334,27.0,1,2,1,1,32.0,6.4,10.0,2.5227562382434074,3.169925001442312,3.5043353987308263,0.9920397595137556,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119054.2014306,32,16.375,9.426525075551435,32.0,7,8,8,9,48028.0,1500.875,3764.0,5.4459976478827254,6.303627900856441,2.873581987184901,0.9501465594139202,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119055.2112412,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,8.0,2.660964047443681,3.0,3.5354121957119204,1.1455874252731861,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119055.2207696,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,8.0,2.660964047443681,3.0,3.5354121957119204,1.1455874252731861,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119055.2249625,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,8.0,2.660964047443681,3.0,3.5354121957119204,1.1455874252731861,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119055.2287643,4,11.25,6.53356717268599,16.0,1,2,1,0,26.0,6.5,8.0,2.660964047443681,3.0,3.5354121957119204,1.1455874252731861,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119055.2488625,32,16.375,9.426525075551435,32.0,7,8,8,9,48049.0,1501.53125,3764.0,5.447940817332833,6.307566127044245,2.8755589676621076,0.9516165141003277,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119056.2924676,32,16.375,9.426525075551435,32.0,7,8,8,9,48042.0,1501.3125,3764.0,5.447816846954672,6.30969564745099,2.8751994958412164,0.9518042301279493,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119057.337426,32,16.375,9.426525075551435,32.0,7,8,8,9,48050.0,1501.5625,3764.0,5.448187738649482,6.305978181633357,2.8757394491889903,0.9517904813712477,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119058.3854792,32,16.375,9.426525075551435,32.0,7,8,8,9,48035.0,1501.09375,3764.0,5.446981239685536,6.303957239686477,2.874507024474315,0.9509553837766698,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119059.4350889,32,16.375,9.426525075551435,32.0,7,8,8,9,48035.0,1501.09375,3764.0,5.447314143245064,6.306428295969564,2.874663247434815,0.9510991740330506,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119060.4791148,32,16.375,9.426525075551435,32.0,7,8,8,9,48040.0,1501.25,3764.0,5.4481591833370215,6.30916130730877,2.875260051896485,0.9511319769412598,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119061.5258317,32,16.375,9.426525075551435,32.0,7,8,8,9,48033.0,1501.03125,3764.0,5.44811168614832,6.309580809043343,2.874854434529062,0.9510049199198953,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119062.568797,32,16.375,9.426525075551435,32.0,7,8,8,9,48046.0,1501.4375,3764.0,5.448347825744987,6.3116967079758615,2.875534713321616,0.9510176995770941,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119062.5975869,32,16.375,9.426525075551435,32.0,7,8,8,9,48046.0,1501.4375,3764.0,5.446880243728067,6.307125455977455,2.874910367157158,0.9506884413731138,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119063.609495,5,14.4,8.593020423576334,27.0,1,2,1,1,33.0,6.6,14.0,2.376834103821687,3.8073549220576055,3.5141970474170927,0.9893602392661729,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119063.6175177,5,14.4,8.593020423576334,27.0,1,2,1,1,33.0,6.6,14.0,2.376834103821687,3.8073549220576055,3.5141970474170927,0.9893602392661729,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119063.6215005,5,14.4,8.593020423576334,27.0,1,2,1,1,33.0,6.6,14.0,2.376834103821687,3.8073549220576055,3.5141970474170927,0.9893602392661729,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119063.6254814,5,14.4,8.593020423576334,27.0,1,2,1,1,33.0,6.6,14.0,2.376834103821687,3.8073549220576055,3.5141970474170927,0.9893602392661729,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119063.6437123,32,16.375,9.426525075551435,32.0,7,8,8,9,48048.0,1501.5,3764.0,5.44713623253522,6.308074138471254,2.875128149220575,0.9508515298334902,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119064.6530218,5,14.4,8.593020423576334,27.0,1,2,1,1,528.0,105.6,468.0,3.3163998025794803,4.992921965371233,3.5122638960880828,0.9857211504049033,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119064.6603112,5,14.4,8.593020423576334,27.0,1,2,1,1,528.0,105.6,468.0,3.3163998025794803,4.992921965371233,3.5122638960880828,0.9857211504049033,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119064.6642587,5,14.4,8.593020423576334,27.0,1,2,1,1,528.0,105.6,468.0,3.3163998025794803,4.992921965371233,3.5122638960880828,0.9857211504049033,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119064.6681814,5,14.4,8.593020423576334,27.0,1,2,1,1,528.0,105.6,468.0,3.3163998025794803,4.992921965371233,3.5122638960880828,0.9857211504049033,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119064.6882782,32,16.375,9.426525075551435,32.0,7,8,8,9,48055.0,1501.71875,3764.0,5.446091051556003,6.310641261222748,2.874826094325417,0.9501543031822604,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119065.6973011,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,6.0,1.831296607415752,2.584962500721156,3.5343721275713715,1.1370972367368053,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119065.7039723,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,6.0,1.831296607415752,2.584962500721156,3.5343721275713715,1.1370972367368053,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119065.7079768,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,6.0,1.831296607415752,2.584962500721156,3.5343721275713715,1.1370972367368053,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119065.7117307,4,11.25,6.53356717268599,16.0,1,2,1,0,18.0,4.5,6.0,1.831296607415752,2.584962500721156,3.5343721275713715,1.1370972367368053,1784119037,1784119337,1784119457,1784119749.3160062,32
1784119065.730543,32,16.375,9.426525075551435,32.0,7,8,8,9,48054.0,1501.6875,3764.0,5.446157928523875,6.308054092756636,2.8748052917188653,0.9501785877620745,1784119037,1784119337,1784119457,1784119749.3160062,32
