ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page,action2_ts
1784179820.388381,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.3937206,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.398238,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.402737,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.4070792,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.411309,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.4155543,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.4197507,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.4239962,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.428162,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.4322767,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
1784179820.4365675,4,11.25,6.53356717268599,16.0,1,2,1,0,16.0,4.0,5.0,1.9534452978042591,2.321928094887362,3.5642302408522144,1.1577980029157846,1784179813,1784180113,1784180233,1784180521.0540247,32,1784180659.3646781
