ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page,action2_ts
1784160587.078231,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.083883,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.0901518,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.0949285,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.099305,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.103752,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.1081216,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.112356,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.1167955,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.121064,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.1251557,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.129531,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
1784160587.1336389,5,13.4,7.255342858886822,22.0,1,2,2,0,29.0,5.8,14.0,1.8829994605318503,2.321928094887362,3.3790644458336403,1.0975300620932882,1784160580,1784160880,1784161000,1784161279.9832587,32,1784161308.2821243
