ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page,action2_ts
1784181387.6767733,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.6821065,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.6869369,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.692089,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.696735,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7013357,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.706139,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7109663,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.718017,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7251515,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7320528,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7387166,6,13.5,8.098353742170895,27.0,1,3,1,1,46.0,7.666666666666667,13.0,2.4467605731069324,3.4182958340544896,3.474252626485866,0.9167081123684299,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.745039,1,15.0,0.0,15.0,0,1,0,0,1.0,1.0,1.0,0.0,-0.0,3.354954139587915,0.0,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.749057,1,15.0,0.0,15.0,0,1,0,0,1.0,1.0,1.0,0.0,-0.0,3.354954139587915,0.0,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7530024,1,15.0,0.0,15.0,0,1,0,0,1.0,1.0,1.0,0.0,-0.0,3.354954139587915,0.0,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7568924,1,15.0,0.0,15.0,0,1,0,0,1.0,1.0,1.0,0.0,-0.0,3.354954139587915,0.0,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.7606816,1,15.0,0.0,15.0,0,1,0,0,1.0,1.0,1.0,0.0,-0.0,3.354954139587915,0.0,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
1784181387.764388,1,15.0,0.0,15.0,0,1,0,0,1.0,1.0,1.0,0.0,-0.0,3.354954139587915,0.0,1784181380,1784181680,1784181800,1784182083.7739866,32,1784182224.5973268
