ts,n_active,page_id_mean,page_id_std,page_id_max,region_low,region_midlow,region_midhigh,region_high,change_volume_sum,change_volume_mean,change_volume_max,entropy_changed_mean,entropy_changed_max,entropy_full_mean,entropy_full_std,warmup_start_ts,controller_attached_ts,test_phase_start_ts,action_ts,max_page
1784098527.873891,32,16.375,9.426525075551435,32.0,7,8,8,9,48266.0,1508.3125,3753.0,5.628106910137188,6.418895689942094,2.9564730787939864,1.0072944627205076,1784098520,1784098820,1784098940,,32
1784098527.8980677,32,16.375,9.426525075551435,32.0,7,8,8,9,48257.0,1508.03125,3753.0,5.626360563106249,6.420505095705958,2.955320144094051,1.0066080452619348,1784098520,1784098820,1784098940,,32
1784098528.9069085,6,13.5,8.098353742170895,27.0,1,3,1,1,52.0,8.666666666666666,14.0,2.724416397348167,3.521640636343319,3.479040124685771,0.9266747372693649,1784098520,1784098820,1784098940,,32
1784098528.9138837,6,13.5,8.098353742170895,27.0,1,3,1,1,52.0,8.666666666666666,14.0,2.724416397348167,3.521640636343319,3.479040124685771,0.9266747372693649,1784098520,1784098820,1784098940,,32
1784098528.9178884,6,13.5,8.098353742170895,27.0,1,3,1,1,52.0,8.666666666666666,14.0,2.724416397348167,3.521640636343319,3.479040124685771,0.9266747372693649,1784098520,1784098820,1784098940,,32
1784098528.922437,6,13.5,8.098353742170895,27.0,1,3,1,1,52.0,8.666666666666666,14.0,2.724416397348167,3.521640636343319,3.479040124685771,0.9266747372693649,1784098520,1784098820,1784098940,,32
1784098528.9452684,32,16.375,9.426525075551435,32.0,7,8,8,9,48257.0,1508.03125,3753.0,5.6263906895146905,6.418737072135012,2.95534865093167,1.006684582637671,1784098520,1784098820,1784098940,,32
1784098529.95479,6,13.5,8.098353742170895,27.0,1,3,1,1,54.0,9.0,27.0,2.3203920651933543,3.7004397181410926,3.4798288277866285,0.9278657972632135,1784098520,1784098820,1784098940,,32
1784098529.9609566,6,13.5,8.098353742170895,27.0,1,3,1,1,54.0,9.0,27.0,2.3203920651933543,3.7004397181410926,3.4798288277866285,0.9278657972632135,1784098520,1784098820,1784098940,,32
1784098529.964949,6,13.5,8.098353742170895,27.0,1,3,1,1,54.0,9.0,27.0,2.3203920651933543,3.7004397181410926,3.4798288277866285,0.9278657972632135,1784098520,1784098820,1784098940,,32
1784098529.9690776,6,13.5,8.098353742170895,27.0,1,3,1,1,54.0,9.0,27.0,2.3203920651933543,3.7004397181410926,3.4798288277866285,0.9278657972632135,1784098520,1784098820,1784098940,,32
1784098529.9887905,32,16.375,9.426525075551435,32.0,7,8,8,9,48255.0,1507.96875,3753.0,5.626823759627319,6.416977522318456,2.9554965327630813,1.0069409621560026,1784098520,1784098820,1784098940,,32
1784098530.997476,5,13.4,7.255342858886822,22.0,1,2,2,0,20.0,4.0,9.0,1.6983706192659347,3.169925001442312,3.4014032424718095,1.0915192597431005,1784098520,1784098820,1784098940,,32
1784098531.0036976,5,13.4,7.255342858886822,22.0,1,2,2,0,20.0,4.0,9.0,1.6983706192659347,3.169925001442312,3.4014032424718095,1.0915192597431005,1784098520,1784098820,1784098940,,32
1784098531.0073223,5,13.4,7.255342858886822,22.0,1,2,2,0,20.0,4.0,9.0,1.6983706192659347,3.169925001442312,3.4014032424718095,1.0915192597431005,1784098520,1784098820,1784098940,,32
1784098531.0111485,5,13.4,7.255342858886822,22.0,1,2,2,0,20.0,4.0,9.0,1.6983706192659347,3.169925001442312,3.4014032424718095,1.0915192597431005,1784098520,1784098820,1784098940,,32
1784098531.0305407,32,16.375,9.426525075551435,32.0,7,8,8,9,48263.0,1508.21875,3753.0,5.627956116167002,6.41672385565671,2.9561554529472156,1.0063037573733422,1784098520,1784098820,1784098940,,32
1784098532.039679,5,13.4,7.255342858886822,22.0,1,2,2,0,30.0,6.0,9.0,2.1790811116880358,3.169925001442312,3.402327325451858,1.0923986054080124,1784098520,1784098820,1784098940,,32
1784098532.0487614,5,13.4,7.255342858886822,22.0,1,2,2,0,30.0,6.0,9.0,2.1790811116880358,3.169925001442312,3.402327325451858,1.0923986054080124,1784098520,1784098820,1784098940,,32
1784098532.0527942,5,13.4,7.255342858886822,22.0,1,2,2,0,30.0,6.0,9.0,2.1790811116880358,3.169925001442312,3.402327325451858,1.0923986054080124,1784098520,1784098820,1784098940,,32
1784098532.0564537,5,13.4,7.255342858886822,22.0,1,2,2,0,30.0,6.0,9.0,2.1790811116880358,3.169925001442312,3.402327325451858,1.0923986054080124,1784098520,1784098820,1784098940,,32
