ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779847368.2601182,34,0,0.0000,6250
1779847368.774395,36,327,1.1923,6852
1779847369.3099692,34,329,1.2197,6250
1779847369.8567078,36,332,1.2420,6852
1779847370.3978534,34,328,1.2116,6250
1779847370.9385023,36,326,1.2063,6852
1779847371.4836862,34,334,1.2607,6250
1779847372.030992,36,328,1.2182,6852
1779847372.575198,34,331,1.2139,6250
1779847373.1161964,36,330,1.2472,6852
1779847373.6630306,34,327,1.2465,6250
1779847374.2083473,36,331,1.2224,6852
1779847374.7510114,34,329,1.2357,6250
1779847375.293813,36,330,1.2130,6852
1779847375.8342977,34,327,1.2224,6250
1779847376.3780031,36,328,1.2117,6852
1779847376.898586,35,335,1.2895,6852
1779847377.4212413,35,330,1.2217,6250
1779847377.9499152,35,325,1.1963,6852
1779847378.4846177,35,331,1.2603,6250
1779847379.0083947,36,335,1.1957,6852
1779847379.5267718,34,350,1.2160,6250
1779847380.060991,36,356,1.2597,6852
1779847380.5904727,34,324,1.2071,6250
1779847381.104807,36,328,1.2142,6852
1779847381.623316,34,328,1.2361,6250
1779847382.165312,36,335,1.2276,6852
1779847382.6984944,34,325,1.2112,6250
1779847383.2194383,36,332,1.2328,6852
1779847383.751544,34,325,1.2077,6250
1779847384.3010128,36,330,1.2098,6852
1779847384.8474834,34,330,1.2379,6250
1779847385.392934,36,329,1.2192,6852
1779847385.933399,34,327,1.2013,6250
1779847386.4698143,36,331,1.2487,6852
1779847387.004307,34,331,1.2545,6250
1779847387.5479634,36,343,1.2487,6852
1779847388.079667,34,331,1.2479,6250
1779847388.608956,36,331,1.2361,6852
1779847389.1492536,34,326,1.2112,6250
1779847389.6853907,36,333,1.2353,6852
1779847390.2195942,34,329,1.2130,6250
1779847390.7633393,36,324,1.1993,6852
1779847391.2984927,34,331,1.2441,6250
1779847391.8379538,36,328,1.2204,6852
1779847392.378239,34,331,1.2294,6250
1779847392.9251585,36,490,1.4132,6852
1779847393.4415915,36,420,1.4118,6852
1779847393.9810684,34,330,1.2393,6250
1779847394.5151718,36,331,1.2281,6852
1779847395.049966,34,327,1.2150,6250
1779847395.5855975,36,330,1.2405,6852
1779847396.1241336,35,334,1.2356,6852
1779847396.6532202,35,323,1.2085,6250
1779847397.186997,35,333,1.2828,6852
1779847397.7104495,35,327,1.2075,6250
1779847398.2343657,36,333,1.1720,6852
1779847398.7540643,34,332,1.2470,6250
1779847399.284857,36,329,1.2269,6852
1779847399.8070924,34,327,1.2073,6250
1779847400.3366141,36,330,1.2477,6852
1779847400.851499,34,328,1.2481,6250
1779847401.3779078,36,326,1.2159,6852
1779847401.9186864,34,325,1.2112,6250
1779847402.4371262,36,335,1.2595,6852
1779847402.9620967,34,327,1.2215,6250
1779847403.495245,36,350,1.2390,6852
1779847404.043126,34,355,1.2581,6250
1779847404.5857923,36,325,1.2112,6852
1779847405.130208,34,327,1.2160,6250
1779847405.6547835,36,329,1.2449,6852
1779847406.1813645,34,331,1.2430,6250
1779847406.7069798,36,325,1.2107,6852
1779847407.2345943,34,336,1.2678,6250
1779847407.7567327,36,326,1.1950,6852
1779847408.283167,34,326,1.2144,6250
1779847408.8150346,36,329,1.2378,6852
1779847409.3379407,34,328,1.2147,6250
1779847409.866248,36,330,1.2250,6852
1779847410.3992329,34,341,1.2848,6250
1779847410.9171307,36,327,1.2130,6852
1779847411.4490836,34,343,1.2994,6250
1779847411.982721,36,332,1.2511,6852
1779847412.5235636,34,328,1.2169,6250
1779847413.0562267,36,329,1.2132,6852
1779847413.5981958,34,326,1.2334,6250
1779847414.121933,36,329,1.2490,6852
1779847414.636572,34,327,1.2144,6250
1779847415.1730058,36,326,1.2113,6852
1779847415.707992,35,335,1.2713,6852
1779847416.2293468,35,335,1.2212,6250
1779847416.7622066,35,486,1.4010,6852
1779847417.2833054,35,396,1.3957,6250
1779847417.8113897,36,326,1.1725,6852
1779847418.33065,34,328,1.2175,6250
1779847418.8729475,36,331,1.2497,6852
1779847419.4186502,34,325,1.2100,6250
1779847419.9604816,36,326,1.2018,6852
1779847420.5117936,34,335,1.2367,6250
1779847421.0542455,36,325,1.2132,6852
1779847421.5961397,34,326,1.2099,6250
1779847422.1392248,36,327,1.2329,6852
1779847422.6875854,34,326,1.2073,6250
1779847423.2018821,36,354,1.3178,6852
1779847423.7482831,36,333,1.1863,6852
1779847424.3002536,34,344,1.2718,6250
1779847424.8428197,36,327,1.2465,6852
1779847425.3869946,34,329,1.1996,6250
1779847425.9347715,36,330,1.2244,6852
1779847426.4348142,34,330,1.2294,6250
1779847426.9800963,36,327,1.2020,6852
1779847427.521113,34,356,1.2477,6250
1779847428.0611737,36,347,1.2556,6852
1779847428.588694,34,327,1.2047,6250
1779847429.1234536,36,329,1.2192,6852
1779847429.6517098,34,330,1.2512,6250
1779847430.1824424,36,331,1.2226,6852
1779847430.7233448,34,328,1.2171,6250
1779847431.2563915,36,331,1.2487,6852
1779847431.8021688,35,328,1.2105,6852
1779847432.321697,35,327,1.2171,6250
1779847432.865844,35,327,1.2390,6852
1779847433.4159586,35,329,1.2082,6250
1779847433.953218,36,328,1.1783,6852
1779847434.4870758,34,332,1.2797,6250
1779847435.0349672,36,331,1.2218,6852
1779847435.575593,34,339,1.2428,6250
1779847436.1207411,36,330,1.2449,6852
1779847436.653763,34,329,1.2095,6250
1779847437.1985624,36,326,1.2179,6852
1779847437.7344358,34,328,1.2341,6250
1779847438.2723434,36,332,1.2202,6852
1779847438.823806,34,327,1.2122,6250
