ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779847242.7638152,34,0,0.0000,6250
1779847243.2893066,36,327,1.1963,6852
1779847243.8096414,34,329,1.2105,6250
1779847244.3274617,36,329,1.2461,6852
1779847244.8284042,36,354,1.2680,6852
1779847245.3701246,36,336,1.2521,6852
1779847245.899462,35,327,1.2167,6852
1779847246.4326937,35,330,1.2257,6250
1779847246.9615602,36,329,1.2046,6852
1779847247.5018325,34,332,1.2412,6250
1779847248.0389774,36,327,1.2173,6852
1779847248.576479,34,331,1.2409,6250
1779847249.115949,36,330,1.2318,6852
1779847249.6541016,34,328,1.2160,6250
1779847250.190286,36,333,1.2542,6852
1779847250.7223325,34,330,1.2113,6250
1779847251.2665603,36,327,1.2169,6852
1779847251.7843926,34,379,1.2230,6250
1779847252.3091526,36,327,1.2060,6852
1779847252.83026,34,325,1.2097,6250
1779847253.3597646,36,334,1.2348,6852
1779847253.8753374,34,326,1.2201,6250
1779847254.399984,36,326,1.2159,6852
1779847254.9270198,34,334,1.2313,6250
1779847255.453965,36,333,1.2503,6852
1779847255.9733558,34,326,1.2238,6250
1779847256.5152276,36,329,1.2178,6852
1779847257.044619,34,331,1.2459,6250
1779847257.5668793,36,327,1.2122,6852
1779847258.0985363,34,328,1.2118,6250
1779847258.636915,36,331,1.2801,6852
1779847259.1660357,35,337,1.2809,6852
1779847259.696931,35,339,1.3193,6250
1779847260.2256353,36,337,1.2345,6852
1779847260.76005,34,324,1.2096,6250
1779847261.2934194,36,327,1.2100,6852
1779847261.8106718,34,330,1.2394,6250
1779847262.3411963,36,329,1.2528,6852
1779847262.8691537,34,322,1.2044,6250
1779847263.406552,36,330,1.2449,6852
1779847263.9422066,34,327,1.2184,6250
1779847264.4826012,36,396,1.2257,6852
1779847265.0123641,34,496,1.6235,6250
1779847265.5470397,36,325,1.2070,6852
1779847266.0727613,34,326,1.2106,6250
1779847266.6069396,36,328,1.2313,6852
1779847267.1371126,34,328,1.2203,6250
1779847267.665074,36,327,1.2121,6852
1779847268.2133708,34,330,1.2430,6250
1779847268.7459142,36,325,1.2127,6852
1779847269.2748923,34,331,1.2261,6250
1779847269.8139203,36,329,1.2436,6852
1779847270.3538468,34,328,1.2182,6250
1779847270.8961782,36,327,1.2185,6852
1779847271.4283495,34,338,1.2574,6250
1779847271.9504385,36,326,1.2374,6852
1779847272.4795618,65,587,1.8792,6852
1779847273.015805,35,331,1.2511,6250
1779847273.5534356,36,332,1.2018,6852
1779847274.0944443,34,333,1.2298,6250
1779847274.6330338,36,347,1.3094,6852
1779847275.1598563,34,333,1.2405,6250
1779847275.6754181,36,367,1.2142,6852
1779847276.211259,34,327,1.2241,6250
1779847276.7350874,36,324,1.2078,6852
1779847277.2707062,35,334,1.2458,6852
1779847277.7994452,35,328,1.2346,6250
1779847278.3370385,36,328,1.1862,6852
1779847278.8745968,34,329,1.2457,6250
1779847279.3965578,36,330,1.2211,6852
1779847279.9337125,34,324,1.2070,6250
1779847280.4655135,36,331,1.2424,6852
1779847281.0017145,34,324,1.2132,6250
1779847281.535365,36,328,1.2255,6852
1779847282.068686,34,335,1.2912,6250
1779847282.6087816,36,326,1.2144,6852
1779847283.1489055,34,347,1.2988,6250
1779847283.687629,36,331,1.2506,6852
1779847284.2039216,34,327,1.2298,6250
1779847284.740188,36,327,1.2114,6852
1779847285.2786603,34,332,1.2543,6250
1779847285.8169312,36,339,1.2586,6852
1779847286.36139,34,326,1.2130,6250
1779847286.8992057,36,330,1.2453,6852
1779847287.4398692,36,334,1.2070,6852
1779847287.9770002,34,333,1.2482,6250
1779847288.5222957,36,558,1.4727,6852
1779847289.0666904,34,328,1.2256,6250
1779847289.601572,36,324,1.2089,6852
1779847290.1463842,34,336,1.2564,6250
1779847290.6751034,36,326,1.2204,6852
1779847291.2066278,34,326,1.2174,6250
1779847291.743271,36,326,1.2154,6852
1779847292.2815876,34,335,1.2499,6250
1779847292.8184762,36,327,1.2153,6852
1779847293.354872,34,327,1.2211,6250
1779847293.8952997,36,328,1.2444,6852
1779847294.4396873,34,330,1.2314,6250
1779847294.980538,36,325,1.2067,6852
1779847295.507564,34,331,1.2869,6250
1779847296.046919,36,331,1.2290,6852
1779847296.582394,35,333,1.2323,6852
1779847297.1255808,35,331,1.2559,6250
1779847297.659477,36,325,1.1788,6852
1779847298.194998,34,331,1.2456,6250
1779847298.730308,36,330,1.2764,6852
1779847299.2674718,34,328,1.2256,6250
1779847299.8006802,36,327,1.2149,6852
1779847300.327535,34,332,1.2558,6250
1779847300.8672342,36,331,1.2345,6852
1779847301.3890269,34,351,1.2346,6250
1779847301.9053485,36,345,1.2457,6852
