ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779853553.0185776,0,0,0.0000,0
1779853553.5569634,0,0,0.0000,0
1779853554.0960464,0,0,0.0000,0
1779853554.6298406,0,0,0.0000,0
1779853555.1735415,0,0,0.0000,0
1779853555.7106261,0,0,0.0000,0
1779853556.2496502,0,0,0.0000,0
1779853556.7925756,0,0,0.0000,0
1779853557.3287072,0,0,0.0000,0
1779853557.867768,0,0,0.0000,0
1779853558.4117522,0,0,0.0000,0
1779853558.9417138,0,0,0.0000,0
1779853559.4884305,0,0,0.0000,0
1779853560.0298963,0,0,0.0000,0
1779853560.5703933,0,0,0.0000,0
1779853561.1081374,0,0,0.0000,0
1779853561.6436028,0,0,0.0000,0
1779853562.1764913,0,0,0.0000,0
1779853562.7097843,0,0,0.0000,0
1779853563.250415,0,0,0.0000,0
1779853563.7942371,0,0,0.0000,0
1779853564.3324661,0,0,0.0000,0
1779853564.87377,0,0,0.0000,0
1779853565.4192462,0,0,0.0000,0
1779853565.9530547,0,0,0.0000,0
1779853566.4974203,0,0,0.0000,0
1779853567.0385494,0,0,0.0000,0
1779853567.5742295,0,0,0.0000,0
1779853568.1126592,0,0,0.0000,0
1779853568.6547217,0,0,0.0000,0
1779853569.1947634,0,0,0.0000,0
1779853569.7336197,0,0,0.0000,0
1779853570.2760615,0,0,0.0000,0
1779853570.805169,0,0,0.0000,0
1779853571.3442192,0,0,0.0000,0
1779853571.8785458,0,0,0.0000,0
1779853572.4190538,0,0,0.0000,0
1779853572.9534848,0,0,0.0000,0
1779853573.4951618,0,0,0.0000,0
1779853574.0327394,0,0,0.0000,0
1779853574.5730672,0,0,0.0000,0
1779853575.1110237,0,0,0.0000,0
1779853575.656436,0,0,0.0000,0
1779853576.199553,0,0,0.0000,0
1779853576.7394073,0,0,0.0000,0
1779853577.2795167,0,0,0.0000,0
1779853577.8246732,0,0,0.0000,0
1779853578.3628623,0,0,0.0000,0
1779853578.9042122,0,0,0.0000,0
1779853579.4479268,0,0,0.0000,0
1779853579.9907918,0,0,0.0000,0
1779853580.5337672,0,0,0.0000,0
1779853581.077549,0,0,0.0000,0
1779853581.62196,0,0,0.0000,0
1779853582.1688762,0,0,0.0000,0
1779853582.7141676,0,0,0.0000,0
1779853583.25434,0,0,0.0000,0
1779853583.7909548,0,0,0.0000,0
1779853584.3349276,0,0,0.0000,0
1779853584.8743157,0,0,0.0000,0
1779853585.4189324,0,0,0.0000,0
1779853585.9614615,0,0,0.0000,0
1779853586.5021794,0,0,0.0000,0
1779853587.0426388,0,0,0.0000,0
1779853587.5859952,0,0,0.0000,0
1779853588.1283755,0,0,0.0000,0
1779853588.6641288,0,0,0.0000,0
1779853589.2063127,0,0,0.0000,0
1779853589.7494147,0,0,0.0000,0
1779853590.294095,0,0,0.0000,0
1779853590.8300486,0,0,0.0000,0
1779853591.371209,0,0,0.0000,0
1779853591.9142575,0,0,0.0000,0
1779853592.4565625,0,0,0.0000,0
1779853593.0007198,0,0,0.0000,0
1779853593.5427382,0,0,0.0000,0
1779853594.0888152,0,0,0.0000,0
1779853594.6285005,0,0,0.0000,0
1779853595.173127,0,0,0.0000,0
1779853595.7144113,0,0,0.0000,0
1779853596.2603948,0,0,0.0000,0
1779853596.8006375,0,0,0.0000,0
1779853597.3448553,0,0,0.0000,0
1779853597.8912282,0,0,0.0000,0
1779853598.436041,0,0,0.0000,0
1779853598.9810095,0,0,0.0000,0
1779853599.5213487,0,0,0.0000,0
1779853600.0687037,0,0,0.0000,0
1779853600.6139584,0,0,0.0000,0
1779853601.1573362,0,0,0.0000,0
1779853601.6992369,0,0,0.0000,0
1779853602.2428284,0,0,0.0000,0
