ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779852107.5550523,0,0,0.0000,0
1779852108.101984,0,0,0.0000,0
1779852108.643535,0,0,0.0000,0
1779852109.180376,0,0,0.0000,0
1779852109.7093701,0,0,0.0000,0
1779852110.2385657,0,0,0.0000,0
1779852110.7792604,0,0,0.0000,0
1779852111.3218992,0,0,0.0000,0
1779852111.8526123,0,0,0.0000,0
1779852112.3867788,0,0,0.0000,0
1779852112.9295006,0,0,0.0000,0
1779852113.4727433,0,0,0.0000,0
1779852114.016184,0,0,0.0000,0
1779852114.5545774,0,0,0.0000,0
1779852115.1012366,0,0,0.0000,0
1779852115.642329,0,0,0.0000,0
1779852116.1824806,0,0,0.0000,0
1779852116.71171,0,0,0.0000,0
1779852117.255642,0,0,0.0000,0
1779852117.7959232,0,0,0.0000,0
1779852118.3358512,0,0,0.0000,0
1779852118.8788795,0,0,0.0000,0
1779852119.4213247,0,0,0.0000,0
1779852119.9475071,0,0,0.0000,0
1779852120.4878528,0,0,0.0000,0
1779852121.022416,0,0,0.0000,0
1779852121.564978,0,0,0.0000,0
1779852122.1007624,0,0,0.0000,0
1779852122.6410508,0,0,0.0000,0
1779852123.1700897,0,0,0.0000,0
1779852123.7004588,0,0,0.0000,0
1779852124.235631,0,0,0.0000,0
1779852124.7758543,0,0,0.0000,0
1779852125.3083055,0,0,0.0000,0
1779852125.8462954,0,0,0.0000,0
1779852126.3812294,0,0,0.0000,0
1779852126.9204164,0,0,0.0000,0
1779852127.4524803,0,0,0.0000,0
1779852127.9929936,0,0,0.0000,0
1779852128.5342968,0,0,0.0000,0
1779852129.0764272,0,0,0.0000,0
1779852129.61809,0,0,0.0000,0
1779852130.1527553,0,0,0.0000,0
1779852130.6955788,0,0,0.0000,0
1779852131.2281609,0,0,0.0000,0
1779852131.753354,0,0,0.0000,0
1779852132.290835,0,0,0.0000,0
1779852132.8292289,0,0,0.0000,0
1779852133.3675904,0,0,0.0000,0
1779852133.9068778,0,0,0.0000,0
1779852134.4313157,0,0,0.0000,0
1779852134.964435,0,0,0.0000,0
1779852135.5001416,0,0,0.0000,0
1779852136.0372524,0,0,0.0000,0
1779852136.57767,0,0,0.0000,0
1779852137.1141312,0,0,0.0000,0
1779852137.6448488,0,0,0.0000,0
1779852138.1821058,0,0,0.0000,0
1779852138.7207632,0,0,0.0000,0
1779852139.2581367,0,0,0.0000,0
1779852139.79728,0,0,0.0000,0
1779852140.3397243,0,0,0.0000,0
1779852140.8790262,0,0,0.0000,0
1779852141.4195151,0,0,0.0000,0
1779852141.9625072,0,0,0.0000,0
1779852142.50141,0,0,0.0000,0
1779852143.0337946,0,0,0.0000,0
1779852143.5704334,0,0,0.0000,0
1779852144.0985188,0,0,0.0000,0
1779852144.6324358,0,0,0.0000,0
1779852145.1642876,0,0,0.0000,0
1779852145.700022,0,0,0.0000,0
1779852146.2214336,0,0,0.0000,0
1779852146.760103,0,0,0.0000,0
1779852147.2912836,0,0,0.0000,0
1779852147.816184,0,0,0.0000,0
1779852148.3406048,0,0,0.0000,0
1779852148.8571165,0,0,0.0000,0
1779852149.385797,0,0,0.0000,0
1779852149.9120102,0,0,0.0000,0
1779852150.447913,0,0,0.0000,0
1779852150.9756641,0,0,0.0000,0
1779852151.4962895,0,0,0.0000,0
1779852152.0262203,0,0,0.0000,0
1779852152.5591059,0,0,0.0000,0
1779852153.0860946,0,0,0.0000,0
1779852153.6135178,0,0,0.0000,0
1779852154.1542304,0,0,0.0000,0
1779852154.6905727,0,0,0.0000,0
1779852155.2173839,0,0,0.0000,0
1779852155.7496169,0,0,0.0000,0
1779852156.281605,0,0,0.0000,0
1779852156.8083203,0,0,0.0000,0
1779852157.343628,0,0,0.0000,0
1779852157.8800771,0,0,0.0000,0
1779852158.4224408,0,0,0.0000,0
1779852158.9544368,0,0,0.0000,0
1779852159.478022,0,0,0.0000,0
1779852160.0073478,0,0,0.0000,0
1779852160.550426,0,0,0.0000,0
1779852161.0878994,0,0,0.0000,0
1779852161.6063502,0,0,0.0000,0
1779852162.147313,0,0,0.0000,0
1779852162.6844664,0,0,0.0000,0
1779852163.2177434,0,0,0.0000,0
1779852163.7529895,0,0,0.0000,0
1779852164.2870717,0,0,0.0000,0
1779852164.8293223,0,0,0.0000,0
