feature,kind,value
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,0.0
High-region pages,baseline,9.0
High-region pages,baseline,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
High-region pages,ripple,9.0
