feature,kind,value
Entropy (changed),baseline,2.5479520632582413
Entropy (changed),baseline,2.5479520632582413
Entropy (changed),baseline,2.5479520632582413
Entropy (changed),baseline,5.595656831403529
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,5.595959808121599
Entropy (changed),baseline,5.596148571045289
Entropy (changed),baseline,2.23036740664846
Entropy (changed),baseline,2.23036740664846
Entropy (changed),baseline,2.23036740664846
Entropy (changed),baseline,2.23036740664846
Entropy (changed),baseline,5.596019722002682
Entropy (changed),baseline,1.983514928512284
Entropy (changed),baseline,1.983514928512284
Entropy (changed),baseline,1.983514928512284
Entropy (changed),baseline,1.983514928512284
Entropy (changed),baseline,5.595845317058629
Entropy (changed),baseline,2.410964047443681
Entropy (changed),baseline,2.410964047443681
Entropy (changed),baseline,2.410964047443681
Entropy (changed),baseline,2.410964047443681
Entropy (changed),baseline,5.595607875083263
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,5.595693217695079
Entropy (changed),baseline,5.595693217695079
Entropy (changed),baseline,5.595865385970922
Entropy (changed),baseline,5.595689909058603
Entropy (changed),baseline,5.595927146194884
Entropy (changed),baseline,5.595948822316951
Entropy (changed),baseline,5.595935595353049
Entropy (changed),baseline,5.595935595353049
Entropy (changed),baseline,5.595968443094354
Entropy (changed),baseline,5.59586200035506
Entropy (changed),baseline,5.595929665449484
Entropy (changed),baseline,5.595792810268346
Entropy (changed),baseline,5.595486503654328
Entropy (changed),baseline,1.698370619265935
Entropy (changed),baseline,1.698370619265935
Entropy (changed),baseline,1.698370619265935
Entropy (changed),baseline,1.698370619265935
Entropy (changed),baseline,5.595606750336588
Entropy (changed),baseline,1.6679312437932627
Entropy (changed),baseline,1.6679312437932627
Entropy (changed),baseline,1.6679312437932627
Entropy (changed),baseline,1.6679312437932627
Entropy (changed),baseline,5.595489960199094
Entropy (changed),baseline,1.815324362626504
Entropy (changed),baseline,1.815324362626504
Entropy (changed),baseline,1.815324362626504
Entropy (changed),baseline,1.815324362626504
Entropy (changed),baseline,5.595150077289125
Entropy (changed),baseline,2.581378119121704
Entropy (changed),baseline,2.581378119121704
Entropy (changed),baseline,2.581378119121704
Entropy (changed),baseline,2.581378119121704
Entropy (changed),baseline,5.595236136492245
Entropy (changed),baseline,2.1873275878005143
Entropy (changed),baseline,2.1873275878005143
Entropy (changed),baseline,2.1873275878005143
Entropy (changed),baseline,2.1873275878005143
Entropy (changed),baseline,5.595549993524726
Entropy (changed),baseline,5.595699832867391
Entropy (changed),baseline,5.595546629815395
Entropy (changed),baseline,5.595716094462046
Entropy (changed),baseline,5.595784108540517
Entropy (changed),baseline,4.004691397725826
Entropy (changed),baseline,4.004691397725826
Entropy (changed),baseline,4.004691397725826
Entropy (changed),baseline,4.004691397725826
Entropy (changed),baseline,5.595898425806874
Entropy (changed),baseline,5.5954811560220445
Entropy (changed),baseline,2.0681313064626403
Entropy (changed),baseline,2.0681313064626403
Entropy (changed),baseline,2.0681313064626403
Entropy (changed),baseline,2.0681313064626403
Entropy (changed),baseline,5.5955003167406
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,2.1229632740824185
Entropy (changed),baseline,5.595815517631474
Entropy (changed),baseline,2.1433893155687964
Entropy (changed),baseline,2.1433893155687964
Entropy (changed),baseline,2.1433893155687964
Entropy (changed),baseline,2.1433893155687964
Entropy (changed),baseline,5.595665982356394
Entropy (changed),baseline,2.054242417573751
Entropy (changed),baseline,2.054242417573751
Entropy (changed),baseline,2.054242417573751
Entropy (changed),baseline,2.054242417573751
Entropy (changed),baseline,5.595702543883686
Entropy (changed),baseline,1.896240625180289
Entropy (changed),baseline,1.896240625180289
Entropy (changed),baseline,1.896240625180289
Entropy (changed),baseline,1.896240625180289
Entropy (changed),baseline,5.59539849108532
Entropy (changed),baseline,5.59539849108532
Entropy (changed),baseline,1.723308333814104
Entropy (changed),baseline,1.723308333814104
Entropy (changed),baseline,1.723308333814104
Entropy (changed),baseline,1.723308333814104
Entropy (changed),baseline,5.595133959858496
Entropy (changed),baseline,5.595607390415263
Entropy (changed),baseline,5.595437033570546
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,5.595795414282234
Entropy (changed),baseline,5.596043398495625
Entropy (changed),baseline,1.883659166810898
Entropy (changed),baseline,1.883659166810898
Entropy (changed),baseline,1.883659166810898
Entropy (changed),baseline,1.883659166810898
Entropy (changed),baseline,5.595903780060697
Entropy (changed),baseline,1.7199083063412957
Entropy (changed),baseline,1.7199083063412957
Entropy (changed),baseline,1.7199083063412957
Entropy (changed),baseline,1.7199083063412957
Entropy (changed),baseline,5.595957237313746
Entropy (changed),baseline,1.7428491035332243
Entropy (changed),baseline,1.7428491035332243
Entropy (changed),baseline,1.7428491035332243
Entropy (changed),baseline,1.7428491035332243
Entropy (changed),baseline,5.596058337135873
Entropy (changed),baseline,5.596600894338929
Entropy (changed),baseline,1.723308333814104
Entropy (changed),baseline,1.723308333814104
Entropy (changed),baseline,1.723308333814104
Entropy (changed),baseline,1.987327587800514
Entropy (changed),baseline,1.987327587800514
Entropy (changed),baseline,5.595785482118638
Entropy (changed),baseline,1.908878823871691
Entropy (changed),baseline,1.908878823871691
Entropy (changed),baseline,1.908878823871691
Entropy (changed),baseline,1.908878823871691
Entropy (changed),baseline,5.595693922652544
Entropy (changed),baseline,1.8088788238716909
Entropy (changed),baseline,1.8088788238716909
Entropy (changed),baseline,1.8088788238716909
Entropy (changed),baseline,1.8088788238716909
Entropy (changed),baseline,5.595675594449794
Entropy (changed),baseline,2.015363119410166
Entropy (changed),baseline,2.015363119410166
Entropy (changed),baseline,2.015363119410166
Entropy (changed),baseline,2.015363119410166
Entropy (changed),baseline,5.5958807328716285
Entropy (changed),baseline,2.7172164885118653
Entropy (changed),baseline,2.7172164885118653
Entropy (changed),baseline,2.7172164885118653
Entropy (changed),baseline,2.7172164885118653
Entropy (changed),baseline,5.595340386958092
Entropy (changed),baseline,2.0749221392166035
Entropy (changed),baseline,2.0749221392166035
Entropy (changed),baseline,2.0749221392166035
Entropy (changed),baseline,5.595534639935801
Entropy (changed),baseline,5.595165396462869
Entropy (changed),baseline,5.595255217108531
Entropy (changed),baseline,5.5953564146042565
Entropy (changed),baseline,2.4406426982957874
Entropy (changed),baseline,2.4406426982957874
Entropy (changed),baseline,2.4406426982957874
Entropy (changed),baseline,2.4406426982957874
Entropy (changed),baseline,5.595558322207312
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,5.595576339022227
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,1.8729632740824185
Entropy (changed),baseline,5.595482390449995
Entropy (changed),baseline,2.6229632740824185
Entropy (changed),baseline,2.6229632740824185
Entropy (changed),baseline,2.6229632740824185
Entropy (changed),baseline,2.6229632740824185
Entropy (changed),baseline,5.595470391338617
Entropy (changed),baseline,1.8304820237218404
Entropy (changed),baseline,1.8304820237218404
Entropy (changed),baseline,1.8304820237218404
Entropy (changed),baseline,1.8304820237218404
Entropy (changed),baseline,5.595513549222366
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,5.59555684542363
Entropy (changed),baseline,1.851692603706213
Entropy (changed),baseline,1.851692603706213
Entropy (changed),baseline,1.851692603706213
Entropy (changed),baseline,1.851692603706213
Entropy (changed),baseline,5.5956305450595325
Entropy (changed),baseline,5.595882922344049
Entropy (changed),baseline,5.595536512634374
Entropy (changed),baseline,5.595625233264709
Entropy (changed),baseline,5.595735104930456
Entropy (changed),baseline,5.5955756705289605
Entropy (changed),baseline,5.5955756705289605
Entropy (changed),baseline,5.5957389661064685
Entropy (changed),baseline,5.595306610440291
Entropy (changed),baseline,5.595354381573483
Entropy (changed),baseline,2.214618729924908
Entropy (changed),baseline,2.214618729924908
Entropy (changed),baseline,2.214618729924908
Entropy (changed),baseline,2.214618729924908
Entropy (changed),baseline,5.595374867498931
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,1.89188632372746
Entropy (changed),baseline,1.89188632372746
Entropy (changed),baseline,1.89188632372746
Entropy (changed),baseline,1.89188632372746
Entropy (changed),baseline,5.595434122238832
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,5.595534254898359
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,1.5159647254963773
Entropy (changed),baseline,5.595413184927149
Entropy (changed),baseline,3.1440376146566567
Entropy (changed),baseline,3.1440376146566567
Entropy (changed),baseline,3.1440376146566567
Entropy (changed),baseline,3.1440376146566567
Entropy (changed),baseline,5.595407439883846
Entropy (changed),baseline,1.9287712379549449
Entropy (changed),baseline,1.9287712379549449
Entropy (changed),baseline,1.9287712379549449
Entropy (changed),baseline,1.9287712379549449
Entropy (changed),baseline,5.594852184965905
Entropy (changed),baseline,1.6813781191217037
Entropy (changed),baseline,5.595417152718428
Entropy (changed),baseline,5.59542994323373
Entropy (changed),baseline,5.59537076218131
Entropy (changed),baseline,5.5951824942695705
Entropy (changed),baseline,5.595591587208307
Entropy (changed),baseline,2.3729632740824185
Entropy (changed),baseline,2.3729632740824185
Entropy (changed),baseline,2.3729632740824185
Entropy (changed),baseline,2.3729632740824185
Entropy (changed),baseline,5.595774400560448
Entropy (changed),baseline,2.185055982235463
Entropy (changed),baseline,2.185055982235463
Entropy (changed),baseline,2.185055982235463
Entropy (changed),baseline,2.185055982235463
Entropy (changed),baseline,5.595451215266204
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,5.595437498695491
Entropy (changed),baseline,2.4256475703458893
Entropy (changed),baseline,2.4256475703458893
Entropy (changed),baseline,2.4256475703458893
Entropy (changed),baseline,2.4256475703458893
Entropy (changed),baseline,5.595544133235496
Entropy (changed),baseline,1.7135573479490178
Entropy (changed),baseline,1.7135573479490178
Entropy (changed),baseline,1.7135573479490178
Entropy (changed),baseline,1.7135573479490178
Entropy (changed),baseline,5.595909662575361
Entropy (changed),baseline,5.595909662575361
Entropy (changed),baseline,5.595859115922467
Entropy (changed),baseline,5.595658598780514
Entropy (changed),baseline,5.595870292905256
Entropy (changed),baseline,5.595880661971068
Entropy (changed),baseline,1.6643856189774724
Entropy (changed),baseline,1.6643856189774724
Entropy (changed),baseline,1.6643856189774724
Entropy (changed),baseline,5.595451905735549
Entropy (changed),baseline,1.7287712379549447
Entropy (changed),baseline,1.7287712379549447
Entropy (changed),baseline,1.7287712379549447
Entropy (changed),baseline,1.7287712379549447
Entropy (changed),baseline,5.595597088022663
Entropy (changed),baseline,1.7509775004326935
Entropy (changed),baseline,1.7509775004326935
Entropy (changed),baseline,1.7509775004326935
Entropy (changed),baseline,1.7509775004326935
Entropy (changed),baseline,5.595706093937535
Entropy (changed),baseline,1.9300425910746568
Entropy (changed),baseline,1.9300425910746568
Entropy (changed),baseline,1.9300425910746568
Entropy (changed),baseline,1.9300425910746568
Entropy (changed),baseline,5.596119837104961
Entropy (changed),baseline,2.180046722279927
Entropy (changed),baseline,2.180046722279927
Entropy (changed),baseline,2.180046722279927
Entropy (changed),baseline,2.180046722279927
Entropy (changed),baseline,5.59559186500684
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,5.596293583914646
Entropy (changed),baseline,5.595932231509249
Entropy (changed),baseline,5.5960031157486885
Entropy (changed),baseline,5.596209191358216
Entropy (changed),baseline,5.596052448983164
Entropy (changed),baseline,5.595892222187091
Entropy (changed),baseline,5.595881505403018
Entropy (changed),baseline,5.595588802487831
Entropy (changed),baseline,5.595982128843527
Entropy (changed),baseline,5.596308985308309
Entropy (changed),baseline,1.292481250360578
Entropy (changed),baseline,2.438721875540867
Entropy (changed),baseline,2.438721875540867
Entropy (changed),baseline,2.438721875540867
Entropy (changed),baseline,2.438721875540867
Entropy (changed),baseline,5.596471585196006
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,1.80720467262397
Entropy (changed),baseline,5.596262259426532
Entropy (changed),baseline,2.1034452978042597
Entropy (changed),baseline,2.1034452978042597
Entropy (changed),baseline,2.1034452978042597
Entropy (changed),baseline,2.1034452978042597
Entropy (changed),baseline,5.596301218795793
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,1.9767226489021292
Entropy (changed),baseline,5.59659459730352
Entropy (changed),baseline,1.646240625180289
Entropy (changed),baseline,1.646240625180289
Entropy (changed),baseline,1.646240625180289
Entropy (changed),baseline,1.646240625180289
Entropy (changed),baseline,5.596290854254728
Entropy (changed),baseline,5.596290854254728
Entropy (changed),baseline,5.596217317200308
Entropy (changed),baseline,5.596476656610664
Entropy (changed),baseline,5.5962642028828
Entropy (changed),baseline,5.595962540169662
Entropy (changed),baseline,1.5813781191217036
Entropy (changed),baseline,1.5813781191217036
Entropy (changed),baseline,5.596125083163088
Entropy (changed),baseline,1.99188632372746
Entropy (changed),baseline,1.99188632372746
Entropy (changed),baseline,1.99188632372746
Entropy (changed),baseline,1.99188632372746
Entropy (changed),baseline,5.596045917492596
Entropy (changed),baseline,1.819908306341296
Entropy (changed),baseline,1.819908306341296
Entropy (changed),baseline,1.819908306341296
Entropy (changed),baseline,1.819908306341296
Entropy (changed),baseline,5.59624177020356
Entropy (changed),baseline,3.318109533354349
Entropy (changed),baseline,3.318109533354349
Entropy (changed),baseline,3.318109533354349
Entropy (changed),baseline,3.318109533354349
Entropy (changed),baseline,5.596188897256662
Entropy (changed),baseline,1.793742063297432
Entropy (changed),baseline,1.793742063297432
Entropy (changed),baseline,1.793742063297432
Entropy (changed),baseline,1.793742063297432
Entropy (changed),baseline,5.596023502269171
Entropy (changed),baseline,1.506460259381742
Entropy (changed),baseline,1.506460259381742
Entropy (changed),baseline,5.596303654308011
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,5.596092064457849
Entropy (changed),baseline,5.595950464553731
Entropy (changed),baseline,5.595911543167648
Entropy (changed),baseline,5.595928398344855
Entropy (changed),baseline,5.595925551370644
Entropy (changed),baseline,5.596130667755357
Entropy (changed),baseline,2.107309364962454
Entropy (changed),baseline,2.107309364962454
Entropy (changed),baseline,2.107309364962454
Entropy (changed),baseline,2.107309364962454
Entropy (changed),baseline,5.59588570950433
Entropy (changed),baseline,5.596710848180427
Entropy (changed),baseline,5.597277038068592
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,5.596742555203106
Entropy (changed),baseline,2.2414460711655217
Entropy (changed),baseline,2.2414460711655217
Entropy (changed),baseline,2.2414460711655217
Entropy (changed),baseline,2.2414460711655217
Entropy (changed),baseline,5.597086301431544
Entropy (changed),baseline,2.0008145836939115
Entropy (changed),baseline,2.0008145836939115
Entropy (changed),baseline,2.0008145836939115
Entropy (changed),baseline,2.0008145836939115
Entropy (changed),baseline,5.597080357748955
Entropy (changed),baseline,2.2414460711655213
Entropy (changed),baseline,2.2414460711655213
Entropy (changed),baseline,2.2414460711655213
Entropy (changed),baseline,2.2414460711655213
Entropy (changed),baseline,5.596856592760428
Entropy (changed),baseline,2.477537232596041
Entropy (changed),baseline,2.477537232596041
Entropy (changed),baseline,2.477537232596041
Entropy (changed),baseline,2.477537232596041
Entropy (changed),baseline,5.59667576433596
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,5.59671945640422
Entropy (changed),baseline,5.596581486401375
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,2.321928094887362
Entropy (changed),baseline,5.596722900969075
Entropy (changed),baseline,2.1307724742595866
Entropy (changed),baseline,2.1307724742595866
Entropy (changed),baseline,2.1307724742595866
Entropy (changed),baseline,2.1307724742595866
Entropy (changed),baseline,5.596854436951428
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,5.596057260065102
Entropy (changed),baseline,1.861654166907052
Entropy (changed),baseline,1.861654166907052
Entropy (changed),baseline,1.861654166907052
Entropy (changed),baseline,1.861654166907052
Entropy (changed),baseline,5.596124617496413
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,5.595996485289508
Entropy (changed),baseline,5.595747203407644
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,5.596119952590098
Entropy (changed),baseline,2.883451356866034
Entropy (changed),baseline,2.883451356866034
Entropy (changed),baseline,2.883451356866034
Entropy (changed),baseline,2.883451356866034
Entropy (changed),baseline,5.596214501990561
Entropy (changed),baseline,1.5894677592375106
Entropy (changed),baseline,1.5894677592375106
Entropy (changed),baseline,1.5894677592375106
Entropy (changed),baseline,1.5894677592375106
Entropy (changed),baseline,5.596493110197773
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,1.4515791065189048
Entropy (changed),baseline,5.596347588724452
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,5.596156621478583
Entropy (changed),baseline,5.596156621478583
Entropy (changed),baseline,5.596715506430152
Entropy (changed),baseline,5.596464991608144
Entropy (changed),baseline,5.596396838402583
Entropy (changed),baseline,5.596254276433297
Entropy (changed),baseline,5.596352677650891
Entropy (changed),baseline,5.596165160540851
Entropy (changed),baseline,2.30720467262397
Entropy (changed),baseline,2.30720467262397
Entropy (changed),baseline,2.30720467262397
Entropy (changed),baseline,2.30720467262397
Entropy (changed),baseline,5.5956638997352295
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,1.963648343707152
Entropy (changed),baseline,5.596175497812395
Entropy (changed),baseline,1.7267226489021297
Entropy (changed),baseline,1.7267226489021297
Entropy (changed),baseline,1.7267226489021297
Entropy (changed),baseline,1.7267226489021297
Entropy (changed),baseline,5.596116680545457
Entropy (changed),baseline,1.9846174409894708
Entropy (changed),baseline,1.9846174409894708
Entropy (changed),baseline,1.9846174409894708
Entropy (changed),baseline,1.9846174409894708
Entropy (changed),baseline,5.596316642070848
Entropy (changed),baseline,1.7487152816901823
Entropy (changed),baseline,1.7487152816901823
Entropy (changed),baseline,1.7487152816901823
Entropy (changed),baseline,1.7487152816901823
Entropy (changed),baseline,5.596428516752191
Entropy (changed),baseline,5.596428516752191
Entropy (changed),baseline,5.596218777696971
Entropy (changed),baseline,5.596291316393144
Entropy (changed),baseline,5.595979515544686
Entropy (changed),baseline,5.595986144508094
Entropy (changed),baseline,5.596451146729649
Entropy (changed),baseline,2.0318284523875154
Entropy (changed),baseline,3.878091977345145
Entropy (changed),baseline,3.878091977345145
Entropy (changed),baseline,3.878091977345145
Entropy (changed),baseline,3.878091977345145
Entropy (changed),baseline,5.5962093350189015
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,5.596290499697881
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,2.409606230165293
Entropy (changed),baseline,5.596208138088112
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,5.596305252517822
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,5.596112826270987
Entropy (changed),baseline,3.817505254103724
Entropy (changed),baseline,3.817505254103724
Entropy (changed),baseline,3.817505254103724
Entropy (changed),baseline,3.817505254103724
Entropy (changed),baseline,5.596224583562791
Entropy (changed),baseline,5.596171972406867
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,1.6633578443296184
Entropy (changed),baseline,5.596173306489499
Entropy (changed),baseline,1.783659166810898
Entropy (changed),baseline,1.783659166810898
Entropy (changed),baseline,1.783659166810898
Entropy (changed),baseline,1.783659166810898
Entropy (changed),baseline,5.596207965443655
Entropy (changed),baseline,1.7182389971924554
Entropy (changed),baseline,1.7182389971924554
Entropy (changed),baseline,1.7182389971924554
Entropy (changed),baseline,1.7182389971924554
Entropy (changed),baseline,5.596385428796308
Entropy (changed),baseline,1.6538533782149831
Entropy (changed),baseline,1.6538533782149831
Entropy (changed),baseline,1.6538533782149831
Entropy (changed),baseline,1.6538533782149831
Entropy (changed),baseline,5.596283707086849
Entropy (changed),baseline,2.0643856189774725
Entropy (changed),baseline,2.0643856189774725
Entropy (changed),baseline,2.0643856189774725
Entropy (changed),baseline,2.0643856189774725
Entropy (changed),baseline,5.5960830091101785
Entropy (changed),baseline,5.5960830091101785
Entropy (changed),baseline,5.596139462305352
Entropy (changed),baseline,1.2267226489021297
Entropy (changed),baseline,1.2267226489021297
Entropy (changed),baseline,1.2267226489021297
Entropy (changed),baseline,1.2267226489021297
Entropy (changed),baseline,5.5962566970986085
Entropy (changed),baseline,5.596399913708854
Entropy (changed),baseline,5.596513921178797
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,2.056641667147437
Entropy (changed),baseline,5.596212366535696
Entropy (changed),baseline,5.596345131793342
Entropy (changed),baseline,2.476722648902129
Entropy (changed),baseline,2.476722648902129
Entropy (changed),baseline,2.476722648902129
Entropy (changed),baseline,2.476722648902129
Entropy (changed),baseline,5.596353012270342
Entropy (changed),baseline,2.195339928381165
Entropy (changed),baseline,2.195339928381165
Entropy (changed),baseline,2.195339928381165
Entropy (changed),baseline,2.195339928381165
Entropy (changed),baseline,5.59622245990206
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,1.938721875540867
Entropy (changed),baseline,5.596102784543181
Entropy (changed),baseline,2.55720467262397
Entropy (changed),baseline,2.55720467262397
Entropy (changed),baseline,2.55720467262397
Entropy (changed),baseline,2.55720467262397
Entropy (changed),baseline,5.596208671792494
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,5.596135072880172
Entropy (changed),baseline,1.5804820237218404
Entropy (changed),baseline,1.5804820237218404
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,5.596079066092027
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,2.1949875002403854
Entropy (changed),baseline,5.5964772560904095
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,1.968963531869506
Entropy (changed),baseline,5.596335280947886
Entropy (changed),baseline,2.043094338981656
Entropy (changed),baseline,2.043094338981656
Entropy (changed),baseline,2.043094338981656
Entropy (changed),baseline,2.043094338981656
Entropy (changed),baseline,5.59592470744387
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,5.596467021221974
Entropy (changed),baseline,2.3022968652028397
Entropy (changed),baseline,2.3022968652028397
Entropy (changed),baseline,2.3022968652028397
Entropy (changed),baseline,2.3022968652028397
Entropy (changed),baseline,5.596522235886905
Entropy (changed),baseline,2.163951032109891
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,5.5965186930543735
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,1.8983706192659349
Entropy (changed),baseline,5.595975286992715
Entropy (changed),baseline,2.6531087451033466
Entropy (changed),baseline,2.6531087451033466
Entropy (changed),baseline,2.6531087451033466
Entropy (changed),baseline,2.6531087451033466
Entropy (changed),baseline,5.5954736706276185
Entropy (changed),baseline,1.3547499137047077
Entropy (changed),baseline,1.3547499137047077
Entropy (changed),baseline,1.3547499137047077
Entropy (changed),baseline,1.3547499137047077
Entropy (changed),baseline,5.595620744335214
Entropy (changed),baseline,1.5708458783592143
Entropy (changed),baseline,1.5708458783592143
Entropy (changed),baseline,1.5708458783592143
Entropy (changed),baseline,1.5708458783592143
Entropy (changed),baseline,5.595641510198625
Entropy (changed),baseline,1.7813781191217035
Entropy (changed),baseline,1.7813781191217035
Entropy (changed),baseline,1.7813781191217035
Entropy (changed),baseline,1.7813781191217035
Entropy (changed),baseline,5.595780605907359
Entropy (changed),baseline,5.595780605907359
Entropy (changed),baseline,5.595520495260381
Entropy (changed),baseline,5.595599059221716
Entropy (changed),baseline,5.595903896458662
Entropy (changed),baseline,5.595603121516116
Entropy (changed),baseline,5.595635678144502
Entropy (changed),baseline,5.595902791284185
Entropy (changed),baseline,5.595477914084564
Entropy (changed),baseline,5.59507080620083
Entropy (changed),baseline,5.595113531783063
Entropy (changed),baseline,5.595457204488733
Entropy (changed),baseline,5.59570561972183
Entropy (changed),baseline,5.595855456347864
Entropy (changed),baseline,1.8597979731293068
Entropy (changed),baseline,1.8597979731293068
Entropy (changed),baseline,1.8597979731293068
Entropy (changed),baseline,1.8597979731293068
Entropy (changed),baseline,5.5950778042455
Entropy (changed),baseline,2.469431863172947
Entropy (changed),baseline,2.469431863172947
Entropy (changed),baseline,2.469431863172947
Entropy (changed),baseline,2.469431863172947
Entropy (changed),baseline,5.595089285872614
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
Entropy (changed),baseline,2.0192038992627075
