ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779851021.0298517,0,0,0.0000,0
1779851021.5669384,0,0,0.0000,0
1779851022.1052122,0,0,0.0000,0
1779851022.6357534,0,0,0.0000,0
1779851023.1725783,0,0,0.0000,0
1779851023.706986,0,0,0.0000,0
1779851024.235458,0,0,0.0000,0
1779851024.763014,0,0,0.0000,0
1779851025.299635,0,0,0.0000,0
1779851025.833815,0,0,0.0000,0
1779851026.3749514,0,0,0.0000,0
1779851026.915787,0,0,0.0000,0
1779851027.445539,0,0,0.0000,0
1779851027.9818964,0,0,0.0000,0
1779851028.5174198,0,0,0.0000,0
1779851029.0559561,0,0,0.0000,0
1779851029.5937796,0,0,0.0000,0
1779851030.131017,0,0,0.0000,0
1779851030.664006,0,0,0.0000,0
1779851031.1987045,0,0,0.0000,0
1779851031.732989,0,0,0.0000,0
1779851032.2664325,0,0,0.0000,0
1779851032.8098521,0,0,0.0000,0
1779851033.3490045,0,0,0.0000,0
1779851033.8929121,0,0,0.0000,0
1779851034.4383712,0,0,0.0000,0
1779851034.982953,0,0,0.0000,0
1779851035.5300453,0,0,0.0000,0
1779851036.0747395,0,0,0.0000,0
1779851036.604641,0,0,0.0000,0
1779851037.1457133,0,0,0.0000,0
1779851037.6869514,0,0,0.0000,0
1779851038.223727,0,0,0.0000,0
1779851038.7605245,0,0,0.0000,0
1779851039.3034112,0,0,0.0000,0
1779851039.836319,0,0,0.0000,0
1779851040.3670983,0,0,0.0000,0
1779851040.905653,0,0,0.0000,0
1779851041.4366608,0,0,0.0000,0
1779851041.9794059,0,0,0.0000,0
1779851042.518307,0,0,0.0000,0
1779851043.0543733,0,0,0.0000,0
1779851043.5857375,0,0,0.0000,0
1779851044.1295915,0,0,0.0000,0
1779851044.6722145,0,0,0.0000,0
1779851045.2105289,0,0,0.0000,0
1779851045.741399,0,0,0.0000,0
1779851046.285623,0,0,0.0000,0
1779851046.8242989,0,0,0.0000,0
1779851047.3593125,0,0,0.0000,0
1779851047.894692,0,0,0.0000,0
1779851048.421944,0,0,0.0000,0
1779851048.9589188,0,0,0.0000,0
1779851049.500517,0,0,0.0000,0
1779851050.0468519,0,0,0.0000,0
1779851050.592645,0,0,0.0000,0
1779851051.1318223,0,0,0.0000,0
1779851051.6712105,0,0,0.0000,0
1779851052.2121143,0,0,0.0000,0
1779851052.752323,0,0,0.0000,0
1779851053.2971923,0,0,0.0000,0
1779851053.8364923,0,0,0.0000,0
1779851054.3832293,0,0,0.0000,0
1779851054.9253435,0,0,0.0000,0
1779851055.4670818,0,0,0.0000,0
1779851056.0069287,0,0,0.0000,0
1779851056.54763,0,0,0.0000,0
1779851057.0912473,0,0,0.0000,0
1779851057.636235,0,0,0.0000,0
1779851058.1828125,0,0,0.0000,0
1779851058.7094612,0,0,0.0000,0
1779851059.2432423,0,0,0.0000,0
1779851059.777899,0,0,0.0000,0
1779851060.321679,0,0,0.0000,0
