ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_addr_changed
1779937667.3472984,35,339,1.1830,131882742415360
1779937667.87754,37,338,1.1677,131882744508416
1779937668.413909,35,343,1.2587,131882742415360
1779937668.9450586,37,331,1.1797,131882744508416
1779937669.4763796,35,327,1.2026,131882742415360
1779937670.00621,37,335,1.2036,131882744508416
1779937670.5356708,35,327,1.2054,131882742415360
1779937671.0626285,37,332,1.1911,131882744508416
1779937671.5917833,35,328,1.2262,131882742415360
1779937672.127929,37,332,1.1856,131882744508416
1779937672.6596947,36,329,1.2250,131882744508416
1779937673.1691897,36,333,1.1945,131882742415360
1779937673.6947148,36,328,1.2033,131882744508416
1779937674.229792,36,331,1.1630,131882742415360
1779937674.7610173,36,333,1.2369,131882744508416
1779937675.2982774,36,331,1.1549,131882742415360
1779937675.8430772,37,330,1.1848,131882744508416
1779937676.3834696,35,329,1.2144,131882742415360
1779937676.9184468,37,331,1.1865,131882744508416
1779937677.4512482,35,327,1.1803,131882742415360
1779937677.981253,37,336,1.2351,131882744508416
1779937678.5222626,35,336,1.2142,131882742415360
1779937679.0584798,37,340,1.2024,131882744508416
1779937679.5859642,35,367,1.2330,131882742415360
1779937680.1142092,37,333,1.1783,131882744508416
1779937680.6301022,35,327,1.2005,131882742415360
1779937681.156112,37,341,1.2462,131882744508416
1779937681.6852086,36,332,1.2133,131882744508416
1779937682.2295654,36,338,1.1714,131882742415360
1779937682.7758226,36,336,1.2474,131882744508416
1779937683.318236,36,331,1.1762,131882742415360
1779937683.8490396,37,336,1.1774,131882744508416
1779937684.3745954,35,330,1.2320,131882742415360
1779937684.9045777,37,327,1.1686,131882744508416
1779937685.4400153,35,331,1.2097,131882742415360
1779937685.9674542,37,339,1.2018,131882744508416
1779937686.4848654,35,332,1.2050,131882742415360
1779937687.0147047,37,348,1.2374,131882744508416
1779937687.5413225,35,330,1.2193,131882742415360
1779937688.0512798,37,333,1.2089,131882744508416
1779937688.5617042,35,329,1.2012,131882742415360
1779937689.0756927,37,332,1.1930,131882744508416
1779937689.5859697,35,330,1.2290,131882742415360
1779937690.1020179,37,330,1.1764,131882744508416
