ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779849181.2610354,34,0,0.0000,6392
1779849181.776623,36,326,1.2024,6852
1779849182.3164518,34,327,1.2118,6392
1779849182.8598843,36,328,1.2361,6852
1779849183.4016712,34,330,1.2152,6392
1779849183.9329314,36,327,1.1987,6852
1779849184.4737787,34,330,1.2273,6392
1779849185.0150647,36,328,1.2355,6852
1779849185.5537271,34,327,1.2191,6392
1779849186.089909,36,326,1.2164,6852
1779849186.6334398,34,329,1.2731,6392
1779849187.172101,36,326,1.2143,6852
1779849187.7177122,34,329,1.2206,6392
1779849188.2600799,36,330,1.2442,6852
1779849188.8077517,34,326,1.2201,6392
1779849189.3536031,36,328,1.2210,6852
1779849189.8949518,34,329,1.2439,6392
1779849190.4377403,36,329,1.2429,6852
1779849190.9785004,34,332,1.2227,6392
1779849191.5253801,36,333,1.2332,6852
1779849192.0694273,34,330,1.2212,6392
1779849192.6150804,36,331,1.2281,6852
1779849193.1598487,34,375,1.2690,6392
1779849193.7000263,36,328,1.2126,6852
1779849194.2426095,34,326,1.2164,6392
1779849194.7853045,36,330,1.2432,6852
1779849195.329275,34,327,1.2195,6392
1779849195.8701181,36,326,1.2093,6852
1779849196.41568,34,330,1.2449,6392
1779849196.9558766,36,327,1.2214,6852
1779849197.493279,35,329,1.2284,6852
1779849198.0331173,35,330,1.2466,6392
1779849198.5757139,35,324,1.2038,6852
1779849199.1199505,35,326,1.2205,6392
1779849199.662418,36,326,1.1725,6852
1779849200.2050402,34,331,1.2775,6392
1779849200.7516172,36,329,1.2475,6852
1779849201.2910569,34,342,1.3384,6392
1779849201.8298628,36,329,1.2492,6852
1779849202.3728359,34,331,1.2161,6392
1779849202.9136693,36,326,1.2123,6852
1779849203.4507627,34,330,1.2433,6392
1779849203.9962218,36,329,1.2542,6852
1779849204.5373776,34,326,1.2128,6392
1779849205.0814998,36,329,1.2418,6852
1779849205.6218066,34,330,1.2282,6392
1779849206.1400816,36,582,1.6424,6852
1779849206.6843443,36,330,1.1833,6852
1779849207.2215936,34,326,1.2096,6392
1779849207.7594025,36,332,1.2567,6852
1779849208.2970061,34,326,1.2149,6392
1779849208.8394496,36,325,1.2127,6852
1779849209.3755934,34,330,1.2443,6392
1779849209.9151816,36,326,1.2036,6852
