ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_addr_changed
1779937746.3850567,35,339,1.1951,139613285089280
1779937746.888325,37,344,1.1689,139613287596032
1779937747.3909457,35,340,1.2556,139613285089280
1779937747.8914428,37,329,1.1705,139613287596032
1779937748.3958206,35,331,1.2076,139613285089280
1779937748.941424,37,334,1.2175,139613287596032
1779937749.443833,35,329,1.2181,139613285089280
1779937749.9440787,37,333,1.1769,139613287596032
1779937750.4480836,35,333,1.2349,139613285089280
1779937750.9568284,37,330,1.1658,139613287596032
1779937751.4659514,35,328,1.2082,139613285089280
1779937751.9906414,37,332,1.1865,139613287596032
1779937752.492996,35,329,1.2221,139613285089280
1779937753.0092385,37,334,1.1842,139613287596032
1779937753.5105906,35,331,1.2147,139613285089280
1779937754.025692,37,337,1.2090,139613287596032
1779937754.5318599,36,331,1.2064,139613287596032
1779937755.0654535,36,326,1.1613,139613285089280
1779937755.5902457,36,335,1.2852,139613287596032
1779937756.1064312,36,327,1.1671,139613285089280
1779937756.619912,36,329,1.2159,139613287596032
1779937757.1694446,36,335,1.2091,139613285089280
1779937757.7193167,36,329,1.2143,139613287596032
1779937758.2204273,36,354,1.1644,139613285089280
1779937758.7697723,37,354,1.2287,139613287596032
1779937759.3188763,35,328,1.1922,139613285089280
1779937759.8204496,37,330,1.1729,139613287596032
1779937760.324251,35,332,1.2680,139613285089280
1779937760.8690844,37,330,1.1801,139613287596032
1779937761.414774,35,328,1.2069,139613285089280
1779937761.9321904,37,339,1.2228,139613287596032
1779937762.4776566,35,336,1.2015,139613285089280
1779937763.0223703,37,332,1.1845,139613287596032
1779937763.5693815,35,332,1.2321,139613285089280
1779937764.1160145,37,335,1.1897,139613287596032
1779937764.662111,36,329,1.2136,139613287596032
1779937765.208163,36,330,1.1821,139613285089280
1779937765.7432024,36,332,1.2439,139613287596032
1779937766.2869043,36,345,1.2794,139613285089280
1779937766.8286135,37,333,1.2081,139613287596032
1779937767.371881,35,328,1.2055,139613285089280
1779937767.913786,37,332,1.1865,139613287596032
1779937768.4599938,35,333,1.2695,139613285089280
1779937769.0059288,37,330,1.1756,139613287596032
1779937769.5503302,35,329,1.1896,139613285089280
1779937770.092514,37,335,1.2142,139613287596032
1779937770.6345215,35,339,1.2372,139613285089280
1779937771.1750433,37,493,1.3716,139613287596032
1779937771.7154934,36,400,1.4158,139613287596032
1779937772.2565715,36,332,1.1611,139613285089280
1779937772.7958012,36,330,1.1974,139613287596032
1779937773.3405085,36,333,1.2288,139613285089280
1779937773.8794162,37,328,1.1667,139613287596032
1779937774.421505,35,325,1.2024,139613285089280
1779937774.9608324,37,336,1.2267,139613287596032
1779937775.4995077,35,327,1.1924,139613285089280
1779937776.0373962,37,329,1.1769,139613287596032
1779937776.577553,35,330,1.2260,139613285089280
1779937777.115927,37,334,1.2049,139613287596032
1779937777.6467645,35,326,1.1955,139613285089280
1779937778.1840448,37,336,1.2124,139613287596032
1779937778.721841,36,334,1.2260,139613287596032
1779937779.2684987,36,336,1.1781,139613285089280
1779937779.808229,36,331,1.2165,139613287596032
1779937780.3501248,36,327,1.1500,139613285089280
1779937780.8884153,36,329,1.2050,139613287596032
1779937781.4338136,36,337,1.2375,139613285089280
1779937781.9730248,37,329,1.1769,139613287596032
1779937782.5117803,35,330,1.2178,139613285089280
1779937783.0508304,37,335,1.2146,139613287596032
1779937783.5900233,35,328,1.2107,139613285089280
1779937784.1293583,37,378,1.1817,139613287596032
1779937784.6675804,35,328,1.2235,139613285089280
1779937785.2063239,37,329,1.1741,139613287596032
1779937785.7447577,35,327,1.2282,139613285089280
1779937786.283017,37,337,1.2262,139613287596032
1779937786.8271167,36,328,1.1963,139613287596032
1779937787.3726916,36,330,1.1721,139613285089280
1779937787.8907804,36,337,1.2624,139613287596032
1779937788.4407961,36,328,1.1568,139613285089280
1779937788.9638195,37,330,1.1848,139613287596032
1779937789.4856534,35,332,1.2348,139613285089280
1779937790.0035617,37,331,1.1855,139613287596032
1779937790.5214024,35,327,1.2034,139613285089280
1779937791.033014,37,333,1.2017,139613287596032
1779937791.5781038,35,342,1.3032,139613285089280
1779937792.1229188,37,336,1.2082,139613287596032
1779937792.6560023,35,328,1.2179,139613285089280
1779937793.1992495,37,336,1.1692,139613287596032
1779937793.7439308,35,322,1.1838,139613285089280
1779937794.2879157,37,336,1.2458,139613287596032
1779937794.8315754,35,328,1.1975,139613285089280
1779937795.373865,37,337,1.1928,139613287596032
1779937795.9176757,36,343,1.2452,139613287596032
1779937796.460053,36,339,1.2042,139613285089280
1779937797.0034413,36,508,1.3377,139613287596032
1779937797.5460448,36,378,1.3205,139613285089280
1779937798.089372,37,341,1.1806,139613287596032
1779937798.6321185,35,331,1.2326,139613285089280
