ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_id_changed
1779850268.9621637,34,0,0.0000,6250
1779850269.4670599,35,331,1.1910,6852
1779850269.993405,35,327,1.2145,6250
1779850270.5248053,35,327,1.2067,6852
1779850271.0638707,35,330,1.2438,6250
1779850271.591767,36,330,1.1813,6852
1779850272.1312468,34,332,1.2230,6250
1779850272.659001,36,333,1.2306,6852
1779850273.1964123,34,330,1.2238,6250
1779850273.7340126,36,325,1.2082,6852
1779850274.2709641,34,333,1.2623,6250
1779850274.8131416,36,334,1.2327,6852
1779850275.3469276,34,329,1.2217,6250
1779850275.880247,36,328,1.2438,6852
1779850276.4085531,34,331,1.2312,6250
1779850276.9440753,36,327,1.2110,6852
1779850277.4838042,34,329,1.2452,6250
1779850278.0196843,36,328,1.2526,6852
1779850278.5469186,34,328,1.2196,6250
1779850279.0761673,36,332,1.2498,6852
1779850279.6109395,34,326,1.2108,6250
1779850280.1480305,36,329,1.2068,6852
1779850280.6803715,34,371,1.2649,6250
1779850281.2221618,36,330,1.2190,6852
1779850281.763002,34,325,1.2097,6250
1779850282.2971604,36,329,1.2461,6852
1779850282.828323,34,327,1.2095,6250
1779850283.3657002,36,326,1.2159,6852
1779850283.900403,34,327,1.2393,6250
1779850284.4422593,36,326,1.2134,6852
1779850284.9808116,35,335,1.2439,6852
1779850285.5237098,35,328,1.2404,6250
1779850286.0565033,35,327,1.2175,6852
1779850286.598613,35,325,1.1988,6250
1779850287.1395335,36,328,1.1832,6852
1779850287.6783254,34,331,1.2773,6250
1779850288.223254,36,335,1.2901,6852
1779850288.7648067,34,325,1.2146,6250
1779850289.3022974,36,333,1.2657,6852
1779850289.848549,34,327,1.2089,6250
1779850290.3923109,36,332,1.2198,6852
1779850290.9287474,34,330,1.2741,6250
1779850291.4680207,36,327,1.2250,6852
1779850292.0131245,36,590,1.5898,6852
1779850292.5542078,34,325,1.1997,6250
1779850293.091172,36,329,1.2407,6852
1779850293.621168,34,326,1.2180,6250
1779850294.166236,36,327,1.2171,6852
1779850294.7093353,34,325,1.2082,6250
1779850295.2473438,36,335,1.2630,6852
1779850295.7921119,34,325,1.2127,6250
1779850296.3330407,36,328,1.2208,6852
1779850296.8781614,34,328,1.2399,6250
1779850297.4113004,36,327,1.2098,6852
1779850297.9558616,34,326,1.2143,6250
1779850298.49916,36,331,1.2838,6852
1779850299.0423265,34,326,1.2134,6250
1779850299.5816333,36,331,1.2333,6852
1779850300.1213322,34,332,1.2502,6250
1779850300.6624162,36,324,1.1915,6852
1779850301.2069056,34,327,1.2195,6250
1779850301.7474873,36,330,1.2398,6852
1779850302.3003,34,329,1.2445,6250
1779850302.8387942,36,327,1.2164,6852
1779850303.3843374,35,339,1.2824,6852
1779850303.9184146,35,328,1.2177,6250
1779850304.4591877,35,335,1.2234,6852
1779850305.0121229,35,368,1.2669,6250
1779850305.5567012,36,324,1.1749,6852
1779850306.0960333,34,335,1.2357,6250
1779850306.6369383,36,327,1.2388,6852
1779850307.176999,34,332,1.2550,6250
1779850307.718359,36,325,1.2081,6852
1779850308.255321,34,332,1.2618,6250
1779850308.792184,36,328,1.2112,6852
1779850309.336284,34,326,1.2179,6250
1779850309.8780031,36,330,1.2316,6852
1779850310.413152,34,328,1.2111,6250
1779850310.9578938,36,326,1.2135,6852
1779850311.503209,34,332,1.2837,6250
1779850312.0478506,36,327,1.2142,6852
1779850312.5867622,34,341,1.2816,6250
1779850313.1297178,36,328,1.2363,6852
1779850313.6739943,34,325,1.2148,6250
1779850314.2136204,36,324,1.1992,6852
1779850314.7553875,35,332,1.2626,6852
1779850315.299137,35,329,1.2175,6250
1779850315.8391519,36,325,1.1561,6852
