ts,n_changed_pages,change_vol_bytes,entropy_mean,max_page_addr_changed
1779901245.9375098,53,4347,3.0819,136127398539264
1779901246.802123,0,0,0.0000,0
1779901247.4380038,0,0,0.0000,0
1779901248.0722747,0,0,0.0000,0
1779901248.7033544,0,0,0.0000,0
1779901249.456132,0,0,0.0000,0
1779901250.093552,0,0,0.0000,0
1779901250.726336,45,1748,2.9438,136127449939968
1779901251.3712776,0,0,0.0000,0
1779901252.0014062,0,0,0.0000,0
1779901252.639539,0,0,0.0000,0
1779901253.2856696,0,0,0.0000,0
1779901253.938195,0,0,0.0000,0
1779901254.5786731,0,0,0.0000,0
1779901255.2193608,2,41,2.9853,136127449939968
1779901255.8688543,40,1075,2.9187,136127398539264
1779901256.5126967,0,0,0.0000,0
1779901257.0275977,0,0,0.0000,0
1779901257.662658,0,0,0.0000,0
1779901258.2974129,41,1116,2.8649,136127449939968
1779901258.939401,0,0,0.0000,0
1779901259.5708396,0,0,0.0000,0
1779901260.1995986,0,0,0.0000,0
1779901260.822067,0,0,0.0000,0
1779901261.4485326,0,0,0.0000,0
1779901262.0976067,0,0,0.0000,0
1779901262.7412684,2,42,2.8230,136127449939968
1779901263.3881166,39,678,2.8071,136127398539264
1779901264.033215,0,0,0.0000,0
1779901264.660249,0,0,0.0000,0
1779901265.2872128,0,0,0.0000,0
1779901265.9146073,0,0,0.0000,0
1779901266.5418127,0,0,0.0000,0
1779901267.1790802,0,0,0.0000,0
1779901267.8094363,3,55,2.5171,136127449939968
1779901268.4413693,37,757,2.8484,136127389806592
1779901269.085242,86,5094,2.1507,136127450017792
1779901269.7282476,0,0,0.0000,0
1779901270.356928,5,87,2.6346,136127449939968
1779901270.996915,6,42,1.5511,10049426845696
1779901271.6246157,6,60,1.8268,136127449939968
1779901272.2600484,112,8235,2.2262,136127449944064
1779901272.911365,58,3917,2.3364,136127449939968
1779901273.547551,35,1729,3.1656,136126891282432
1779901274.1836371,0,0,0.0000,0
1779901274.8138967,0,0,0.0000,0
1779901275.4408863,0,0,0.0000,0
1779901276.062168,0,0,0.0000,0
1779901276.6860166,0,0,0.0000,0
1779901277.3179336,0,0,0.0000,0
1779901277.944656,9,751,3.0291,136127449939968
1779901278.5725405,31,598,2.9583,136126882889728
1779901279.215488,0,0,0.0000,0
1779901279.849274,0,0,0.0000,0
1779901280.4845421,0,0,0.0000,0
1779901281.1219056,0,0,0.0000,0
1779901281.7545667,0,0,0.0000,0
1779901282.397412,0,0,0.0000,0
1779901283.0376492,11,506,3.0477,136127449939968
1779901283.6699514,29,521,2.8253,10049459671040
1779901284.3053718,0,0,0.0000,0
1779901284.9269793,0,0,0.0000,0
1779901285.5544443,0,0,0.0000,0
1779901286.188808,0,0,0.0000,0
1779901286.699286,40,1024,2.8776,136127449939968
1779901287.350545,0,0,0.0000,0
1779901287.987351,0,0,0.0000,0
1779901288.6343155,0,0,0.0000,0
1779901289.2961159,0,0,0.0000,0
1779901289.9527261,0,0,0.0000,0
1779901290.6128008,18,274,2.7741,136127449939968
1779901291.2499657,22,454,2.9952,10049450356736
1779901291.8862593,0,0,0.0000,0
1779901292.5124052,0,0,0.0000,0
1779901293.1626325,0,0,0.0000,0
1779901293.7938728,0,0,0.0000,0
1779901294.4567635,0,0,0.0000,0
1779901295.1038425,3,64,3.7232,136127449939968
1779901295.7396603,46,1308,2.9096,136127449939968
1779901296.3763967,3,50,3.2240,136127449939968
1779901297.0116637,19,542,2.1639,136126891282432
1779901297.638869,0,0,0.0000,0
1779901298.2643561,0,0,0.0000,0
1779901298.8964908,0,0,0.0000,0
1779901299.5265136,0,0,0.0000,0
1779901300.1638227,0,0,0.0000,0
1779901300.7916064,40,1245,3.0200,136127449939968
1779901301.4403088,2,18,2.9343,86134784
1779901302.068353,0,0,0.0000,0
1779901302.7230957,0,0,0.0000,0
1779901303.3719184,0,0,0.0000,0
1779901304.038947,0,0,0.0000,0
1779901304.6825204,0,0,0.0000,0
1779901305.3291228,4,50,1.6654,136127450144768
1779901305.98482,48,1523,2.9038,136127398539264
1779901306.6502624,0,0,0.0000,0
1779901307.282983,0,0,0.0000,0
1779901307.9185605,0,0,0.0000,0
1779901308.5508468,0,0,0.0000,0
1779901309.185,0,0,0.0000,0
1779901309.821723,0,0,0.0000,0
1779901310.450915,7,370,3.1223,136127449939968
1779901311.1043835,34,664,2.9055,136126891282432
1779901311.7623434,0,0,0.0000,0
1779901312.4128392,0,0,0.0000,0
1779901313.059749,0,0,0.0000,0
1779901313.710824,0,0,0.0000,0
1779901314.3585753,0,0,0.0000,0
1779901315.0094306,0,0,0.0000,0
1779901315.6490054,19,508,3.1715,136127449939968
1779901316.292172,22,267,2.7138,10049434722304
1779901316.806086,0,0,0.0000,0
1779901317.439672,0,0,0.0000,0
1779901318.0821173,11,173,2.9166,136127449939968
1779901318.7288756,30,464,2.8368,10049459060736
1779901319.3667152,0,0,0.0000,0
1779901320.005833,0,0,0.0000,0
1779901320.637548,0,0,0.0000,0
1779901321.2603772,0,0,0.0000,0
1779901321.884798,0,0,0.0000,0
1779901322.523059,0,0,0.0000,0
1779901323.1463559,11,209,2.9292,136127449939968
1779901323.773651,30,523,2.8821,10049459060736
1779901324.4182186,0,0,0.0000,0
1779901325.0436397,0,0,0.0000,0
1779901325.6752179,0,0,0.0000,0
1779901326.3012505,0,0,0.0000,0
1779901326.9267266,0,0,0.0000,0
1779901327.561259,0,0,0.0000,0
1779901328.1885612,18,295,2.9174,136127449939968
1779901328.8220217,23,341,2.8389,10049450545152
1779901329.4497468,0,0,0.0000,0
1779901330.0717459,0,0,0.0000,0
1779901330.6952918,0,0,0.0000,0
1779901331.321986,0,0,0.0000,0
1779901331.952103,0,0,0.0000,0
1779901332.5919883,0,0,0.0000,0
1779901333.2171953,19,353,3.0113,136127449939968
1779901333.849449,22,556,2.9228,10049434722304
1779901334.4977124,0,0,0.0000,0
1779901335.1212661,0,0,0.0000,0
1779901335.7565753,0,0,0.0000,0
1779901336.3874164,0,0,0.0000,0
1779901337.0254776,0,0,0.0000,0
1779901337.652308,0,0,0.0000,0
1779901338.2807097,27,544,3.1552,136127449939968
1779901338.9208717,16,127,2.5028,10049427464192
1779901339.5712485,0,0,0.0000,0
1779901340.1961918,0,0,0.0000,0
1779901340.8240879,0,0,0.0000,0
1779901341.459759,0,0,0.0000,0
1779901342.0922642,0,0,0.0000,0
1779901342.7229533,0,0,0.0000,0
1779901343.3508468,42,768,2.7702,136127449939968
1779901343.9900217,2,17,2.9534,86134784
1779901344.62748,0,0,0.0000,0
1779901345.2527213,0,0,0.0000,0
1779901345.8802462,0,0,0.0000,0
1779901346.4116454,41,689,2.8845,136127449939968
1779901347.0575573,0,0,0.0000,0
1779901347.6849155,0,0,0.0000,0
1779901348.3152878,0,0,0.0000,0
1779901348.9442148,0,0,0.0000,0
1779901349.5713136,0,0,0.0000,0
1779901350.195549,5,135,3.8667,136127449939968
1779901350.8201606,59,3094,2.7649,136127449952256
1779901351.454926,10,62,1.9268,10049415892992
1779901352.0908768,0,0,0.0000,0
1779901352.7105117,0,0,0.0000,0
1779901353.3334246,0,0,0.0000,0
1779901353.9604416,0,0,0.0000,0
1779901354.5938222,0,0,0.0000,0
1779901355.2205873,0,0,0.0000,0
1779901355.8475437,40,660,2.7939,136127449939968
1779901356.4797888,2,17,2.8701,86134784
1779901357.1142814,0,0,0.0000,0
1779901357.7533762,0,0,0.0000,0
1779901358.384809,0,0,0.0000,0
1779901359.014112,0,0,0.0000,0
1779901359.6404061,0,0,0.0000,0
1779901360.261181,0,0,0.0000,0
1779901360.907788,51,855,2.6466,136127450144768
1779901361.5393126,5,28,1.9659,86159360
1779901362.1844318,0,0,0.0000,0
1779901362.8070395,0,0,0.0000,0
1779901363.4532595,0,0,0.0000,0
1779901364.0994856,0,0,0.0000,0
1779901364.738616,0,0,0.0000,0
1779901365.361006,0,0,0.0000,0
1779901365.9925942,44,1191,2.9648,136127449939968
1779901366.632697,0,0,0.0000,0
1779901367.2705188,0,0,0.0000,0
1779901367.8887753,0,0,0.0000,0
1779901368.515382,0,0,0.0000,0
1779901369.1462677,0,0,0.0000,0
1779901369.7681594,0,0,0.0000,0
1779901370.3987217,0,0,0.0000,0
1779901371.0244193,41,668,2.9439,136127449939968
1779901371.6612809,0,0,0.0000,0
1779901372.2872415,0,0,0.0000,0
1779901372.9134724,0,0,0.0000,0
1779901373.5340946,0,0,0.0000,0
1779901374.1722376,0,0,0.0000,0
1779901374.8016121,0,0,0.0000,0
1779901375.4311988,1,35,4.1043,136127449939968
1779901376.0723455,40,819,2.8971,136127424561152
1779901376.5773282,0,0,0.0000,0
1779901377.2051806,0,0,0.0000,0
1779901377.8327317,0,0,0.0000,0
1779901378.472364,41,627,2.9171,136127449939968
1779901379.1341703,0,0,0.0000,0
1779901379.7599304,0,0,0.0000,0
1779901380.4016964,0,0,0.0000,0
1779901381.0310223,0,0,0.0000,0
1779901381.6596215,0,0,0.0000,0
1779901382.2879534,0,0,0.0000,0
1779901382.9189389,0,0,0.0000,0
1779901383.5443282,49,798,2.7116,136127450050560
1779901384.1759892,0,0,0.0000,0
1779901384.8085978,0,0,0.0000,0
1779901385.4419475,0,0,0.0000,0
1779901386.0634737,0,0,0.0000,0
1779901386.6898572,0,0,0.0000,0
1779901387.3284068,0,0,0.0000,0
1779901387.9553075,1,123,4.1339,136127449939968
1779901388.5784185,43,902,2.9264,136127449939968
1779901389.2100077,0,0,0.0000,0
1779901389.837884,0,0,0.0000,0
1779901390.4647994,0,0,0.0000,0
1779901391.087566,0,0,0.0000,0
1779901391.7075057,0,0,0.0000,0
1779901392.3314772,0,0,0.0000,0
1779901392.955465,0,0,0.0000,0
1779901393.5771742,43,662,2.7935,136127449939968
1779901394.2191749,0,0,0.0000,0
1779901394.8421063,0,0,0.0000,0
1779901395.4608624,0,0,0.0000,0
1779901396.0902667,0,0,0.0000,0
1779901396.7125483,0,0,0.0000,0
1779901397.3441823,0,0,0.0000,0
1779901397.964199,1,123,4.1773,136127449939968
1779901398.585105,43,751,2.8342,136127449939968
1779901399.2163136,0,0,0.0000,0
1779901399.8438196,0,0,0.0000,0
1779901400.4740064,0,0,0.0000,0
1779901401.0977259,0,0,0.0000,0
1779901401.7211773,0,0,0.0000,0
1779901402.3594282,0,0,0.0000,0
1779901402.981385,1,38,4.3039,136127449939968
1779901403.608659,42,614,2.7728,136127424561152
1779901404.2420797,0,0,0.0000,0
1779901404.8755822,0,0,0.0000,0
1779901405.5018072,0,0,0.0000,0
1779901406.0264661,49,838,2.7635,136127449939968
1779901406.6672108,0,0,0.0000,0
